batter,pa,woba,est_woba,year,gap
666801,93,0.281,0.288,2021,-0.006999999999999951
666801,277,0.314,0.288,2022,0.026000000000000023
666801,256,0.277,0.269,2023,0.008000000000000007
666906,175,0.256,0.283,2023,-0.02699999999999997
666915,453,0.334,0.344,2021,-0.009999999999999953
666915,353,0.287,0.302,2022,-0.015000000000000013
666969,622,0.314,0.296,2021,0.018000000000000016
666969,657,0.324,0.326,2022,-0.0020000000000000018
666969,632,0.354,0.365,2023,-0.01100000000000001
666969,637,0.296,0.309,2024,-0.013000000000000012
666969,547,0.286,0.304,2025,-0.018000000000000016
666969,259,0.268,0.294,2026,-0.025999999999999968
666971,263,0.322,0.321,2018,0.0010000000000000009
666971,343,0.358,0.34,2019,0.01799999999999996
666971,224,0.372,0.347,2020,0.025000000000000022
666971,541,0.333,0.339,2021,-0.006000000000000005
666971,493,0.327,0.325,2022,0.0020000000000000018
666971,592,0.329,0.325,2023,0.0040000000000000036
666971,553,0.327,0.325,2024,0.0020000000000000018
666971,546,0.307,0.315,2025,-0.008000000000000007
666971,189,0.242,0.277,2026,-0.03500000000000003
667452,323,0.286,0.294,2023,-0.008000000000000007
667452,189,0.26,0.27,2024,-0.010000000000000009
667472,108,0.335,0.31,2024,0.025000000000000022
667472,333,0.275,0.304,2025,-0.02899999999999997
667472,224,0.313,0.314,2026,-0.0010000000000000009
667670,213,0.301,0.339,2021,-0.038000000000000034
667670,526,0.348,0.342,2023,0.00599999999999995
667670,614,0.392,0.381,2024,0.01100000000000001
667670,699,0.349,0.351,2025,-0.0020000000000000018
667670,202,0.294,0.316,2026,-0.02200000000000002
668227,604,0.35,0.298,2021,0.05199999999999999
668227,645,0.336,0.299,2022,0.03700000000000003
668227,654,0.347,0.347,2023,0.0
668227,648,0.32,0.322,2024,-0.0020000000000000018
668227,709,0.332,0.327,2025,0.0050000000000000044
668227,497,0.361,0.346,2026,0.015000000000000013
668472,182,0.287,0.269,2022,0.01799999999999996
668472,345,0.292,0.277,2023,0.014999999999999958
668663,107,0.333,0.312,2021,0.02100000000000002
668670,128,0.216,0.207,2019,0.009000000000000008
668670,127,0.339,0.297,2021,0.04200000000000004
668670,365,0.312,0.319,2023,-0.007000000000000006
668670,337,0.264,0.299,2024,-0.034999999999999976
668670,142,0.27,0.274,2025,-0.0040000000000000036
668670,129,0.269,0.265,2026,0.0040000000000000036
668709,238,0.266,0.28,2022,-0.014000000000000012
668709,303,0.297,0.3,2023,-0.0030000000000000027
668709,642,0.33,0.322,2024,0.008000000000000007
668709,344,0.302,0.276,2025,0.025999999999999968
668709,394,0.34,0.353,2026,-0.012999999999999956
668715,108,0.287,0.278,2022,0.008999999999999952
668715,665,0.355,0.332,2023,0.022999999999999965
668715,656,0.316,0.321,2024,-0.0050000000000000044
668715,568,0.316,0.293,2025,0.02300000000000002
668715,384,0.325,0.342,2026,-0.017000000000000015
668723,198,0.328,0.309,2026,0.019000000000000017
668731,461,0.329,0.31,2021,0.019000000000000017
668731,225,0.256,0.256,2022,0.0
668731,357,0.299,0.301,2023,-0.0020000000000000018
668751,232,0.281,0.296,2022,-0.014999999999999958
668800,185,0.238,0.275,2021,-0.03700000000000003
668800,293,0.275,0.279,2022,-0.0040000000000000036
668800,241,0.306,0.285,2023,0.02100000000000002
668800,93,0.174,0.253,2024,-0.07900000000000001
668800,88,0.27,0.278,2025,-0.008000000000000007
668804,546,0.371,0.359,2019,0.01200000000000001
668804,208,0.278,0.314,2020,-0.035999999999999976
668804,646,0.385,0.385,2021,0.0
668804,614,0.349,0.332,2022,0.01699999999999996
668804,640,0.338,0.359,2023,-0.020999999999999963
668804,692,0.343,0.353,2024,-0.009999999999999953
668804,654,0.315,0.338,2025,-0.02300000000000002
668804,543,0.355,0.347,2026,0.008000000000000007
668832,157,0.304,0.279,2024,0.024999999999999967
668845,98,0.257,0.237,2024,0.020000000000000018
668885,257,0.297,0.303,2024,-0.006000000000000005
668885,181,0.333,0.345,2025,-0.011999999999999955
668885,335,0.315,0.311,2026,0.0040000000000000036
668901,233,0.267,0.309,2023,-0.04199999999999998
668901,454,0.356,0.333,2024,0.022999999999999965
668901,463,0.303,0.32,2025,-0.017000000000000015
668901,254,0.28,0.31,2026,-0.02999999999999997
668904,239,0.393,0.349,2023,0.04400000000000004
668904,325,0.317,0.317,2024,0.0
668904,403,0.292,0.297,2025,-0.0050000000000000044
668904,365,0.322,0.318,2026,0.0040000000000000036
668930,448,0.262,0.275,2023,-0.013000000000000012
668930,619,0.294,0.302,2024,-0.008000000000000007
668930,659,0.346,0.335,2025,0.010999999999999954
668930,523,0.354,0.343,2026,0.010999999999999954
668939,470,0.354,0.341,2022,0.012999999999999956
668939,687,0.352,0.374,2023,-0.02200000000000002
668939,638,0.309,0.32,2024,-0.01100000000000001
668939,365,0.298,0.325,2025,-0.027000000000000024
668939,302,0.325,0.341,2026,-0.016000000000000014
668942,157,0.279,0.32,2019,-0.04099999999999998
668942,550,0.327,0.295,2021,0.03200000000000003
668942,510,0.326,0.308,2022,0.018000000000000016
668942,350,0.284,0.278,2023,0.00599999999999995
668942,476,0.286,0.297,2024,-0.01100000000000001
668942,211,0.232,0.263,2025,-0.031
668942,80,0.247,0.207,2026,0.04000000000000001
668952,84,0.218,0.277,2022,-0.059000000000000025
668952,217,0.287,0.287,2026,0.0
669003,224,0.351,0.311,2024,0.03999999999999998
669003,415,0.331,0.344,2026,-0.012999999999999956
669004,534,0.31,0.336,2022,-0.026000000000000023
669004,602,0.31,0.326,2023,-0.016000000000000014
669004,451,0.292,0.321,2024,-0.029000000000000026
669004,144,0.302,0.28,2026,0.021999999999999964
669016,260,0.296,0.325,2021,-0.029000000000000026
669016,461,0.296,0.292,2022,0.0040000000000000036
669016,472,0.358,0.322,2023,0.035999999999999976
669016,476,0.326,0.327,2024,-0.0010000000000000009
669016,425,0.339,0.33,2025,0.009000000000000008
669016,465,0.329,0.314,2026,0.015000000000000013
669065,98,0.316,0.332,2022,-0.016000000000000014
669065,209,0.265,0.291,2024,-0.025999999999999968
669065,457,0.386,0.375,2025,0.01100000000000001
669065,399,0.341,0.331,2026,0.010000000000000009
669087,132,0.296,0.296,2022,0.0
669127,153,0.296,0.26,2022,0.035999999999999976
669127,490,0.29,0.299,2023,-0.009000000000000008
669127,534,0.315,0.328,2024,-0.013000000000000012
669127,522,0.365,0.329,2025,0.035999999999999976
669127,416,0.357,0.363,2026,-0.006000000000000005
669134,174,0.364,0.353,2023,0.01100000000000001
669134,299,0.282,0.298,2024,-0.016000000000000014
669134,149,0.404,0.354,2026,0.050000000000000044
669221,140,0.358,0.348,2020,0.010000000000000009
669221,448,0.309,0.338,2021,-0.029000000000000026
669221,612,0.331,0.346,2022,-0.014999999999999958
669221,438,0.366,0.393,2023,-0.027000000000000024
669221,264,0.281,0.309,2024,-0.02799999999999997
669221,337,0.309,0.314,2025,-0.0050000000000000044
669222,414,0.315,0.305,2019,0.010000000000000009
669222,78,0.26,0.294,2020,-0.033999999999999975
669222,124,0.286,0.358,2021,-0.07200000000000001
669222,420,0.272,0.303,2022,-0.030999999999999972
669222,330,0.302,0.297,2023,0.0050000000000000044
669222,267,0.273,0.301,2024,-0.02799999999999997
669224,75,0.309,0.369,2023,-0.06
669224,414,0.315,0.343,2024,-0.028000000000000025
669224,448,0.302,0.294,2025,0.008000000000000007
669224,279,0.262,0.3,2026,-0.03799999999999998
669234,230,0.291,0.272,2024,0.01899999999999996
669234,127,0.301,0.295,2025,0.006000000000000005
669236,183,0.336,0.291,2025,0.04500000000000004
669236,242,0.272,0.293,2026,-0.020999999999999963
669242,350,0.356,0.33,2019,0.025999999999999968
669242,227,0.302,0.315,2020,-0.013000000000000012
669242,691,0.301,0.318,2021,-0.017000000000000015
669242,630,0.318,0.314,2022,0.0040000000000000036
669242,528,0.306,0.312,2023,-0.006000000000000005
669242,153,0.307,0.272,2024,0.034999999999999976
669242,377,0.284,0.321,2025,-0.03700000000000003
669242,178,0.333,0.317,2026,0.016000000000000014
669256,135,0.375,0.339,2019,0.035999999999999976
669256,233,0.297,0.318,2020,-0.02100000000000002
669256,511,0.299,0.3,2021,-0.0010000000000000009
669256,95,0.291,0.339,2022,-0.04800000000000004
669257,196,0.369,0.32,2019,0.04899999999999999
669257,137,0.411,0.405,2020,0.00599999999999995
669257,501,0.364,0.363,2021,0.0010000000000000009
669257,578,0.349,0.358,2022,-0.009000000000000008
669257,554,0.345,0.35,2023,-0.0050000000000000044
669257,544,0.326,0.337,2024,-0.01100000000000001
669257,436,0.389,0.378,2025,0.01100000000000001
669257,201,0.321,0.385,2026,-0.064
669261,372,0.311,0.313,2022,-0.0020000000000000018
669261,534,0.341,0.346,2023,-0.004999999999999949
669261,277,0.26,0.298,2024,-0.03799999999999998
669261,178,0.25,0.31,2025,-0.06
669288,81,0.274,0.272,2021,0.0020000000000000018
669289,246,0.344,0.307,2021,0.03699999999999998
669289,491,0.305,0.298,2022,0.007000000000000006
669289,254,0.285,0.295,2023,-0.010000000000000009
669289,391,0.285,0.295,2024,-0.010000000000000009
669289,328,0.259,0.254,2025,0.0050000000000000044
669289,60,0.281,0.29,2026,-0.008999999999999952
669304,483,0.329,0.321,2022,0.008000000000000007
669304,152,0.252,0.281,2023,-0.029000000000000026
669304,429,0.328,0.311,2024,0.017000000000000015
669326,150,0.243,0.222,2025,0.02099999999999999
669352,181,0.274,0.212,2022,0.06200000000000003
669357,313,0.316,0.345,2022,-0.02899999999999997
669357,464,0.345,0.351,2023,-0.006000000000000005
669357,402,0.29,0.308,2024,-0.018000000000000016
669357,402,0.292,0.296,2025,-0.0040000000000000036
669357,229,0.266,0.278,2026,-0.01200000000000001
669364,84,0.295,0.269,2023,0.025999999999999968
669364,303,0.359,0.3,2024,0.059
669364,619,0.308,0.295,2025,0.013000000000000012
669364,519,0.331,0.316,2026,0.015000000000000013
669369,73,0.243,0.293,2024,-0.04999999999999999
669369,84,0.359,0.328,2025,0.030999999999999972
669374,348,0.388,0.352,2019,0.03600000000000003
669374,246,0.304,0.318,2020,-0.014000000000000012
669374,197,0.25,0.279,2021,-0.029000000000000026
669374,266,0.334,0.32,2022,0.014000000000000012
669392,102,0.364,0.326,2026,0.03799999999999998
669394,183,0.327,0.324,2022,0.0030000000000000027
669394,540,0.349,0.359,2023,-0.010000000000000009
669394,579,0.325,0.339,2024,-0.014000000000000012
669394,376,0.295,0.324,2025,-0.029000000000000026
669394,472,0.311,0.3,2026,0.01100000000000001
669397,326,0.245,0.244,2022,0.0010000000000000009
669397,329,0.245,0.252,2023,-0.007000000000000006
669397,105,0.207,0.224,2024,-0.017000000000000015
669397,416,0.245,0.252,2025,-0.007000000000000006
669397,123,0.274,0.233,2026,0.04100000000000001
669450,201,0.262,0.296,2022,-0.033999999999999975
669450,105,0.268,0.313,2025,-0.044999999999999984
669477,277,0.254,0.282,2023,-0.02799999999999997
669477,113,0.323,0.314,2024,0.009000000000000008
669477,348,0.307,0.328,2025,-0.02100000000000002
669477,409,0.335,0.355,2026,-0.019999999999999962
669699,67,0.144,0.206,2024,-0.062
669699,91,0.295,0.294,2026,0.0010000000000000009
669701,253,0.262,0.3,2022,-0.03799999999999998
669701,232,0.287,0.323,2023,-0.03600000000000003
669701,592,0.323,0.309,2024,0.014000000000000012
669701,563,0.311,0.31,2025,0.0010000000000000009
669701,177,0.263,0.269,2026,-0.006000000000000005
669707,209,0.35,0.326,2023,0.023999999999999966
669707,446,0.275,0.296,2024,-0.020999999999999963
669707,376,0.296,0.31,2025,-0.014000000000000012
669707,277,0.291,0.292,2026,-0.0010000000000000009
669720,75,0.393,0.352,2019,0.041000000000000036
669720,134,0.315,0.292,2020,0.02300000000000002
669720,529,0.328,0.316,2021,0.01200000000000001
669720,582,0.314,0.301,2022,0.013000000000000012
669720,566,0.33,0.309,2023,0.02100000000000002
669720,255,0.303,0.294,2024,0.009000000000000008
669720,416,0.327,0.3,2025,0.027000000000000024
669742,142,0.343,0.313,2022,0.030000000000000027
669743,131,0.332,0.284,2022,0.04800000000000004
669743,439,0.28,0.294,2023,-0.013999999999999957
669743,113,0.412,0.319,2024,0.09299999999999997
669743,322,0.331,0.321,2025,0.010000000000000009
669743,154,0.315,0.276,2026,0.03899999999999998
669911,120,0.285,0.262,2022,0.022999999999999965
669911,152,0.225,0.258,2023,-0.033
669911,458,0.329,0.36,2024,-0.030999999999999972
669911,337,0.265,0.271,2025,-0.006000000000000005
670032,402,0.26,0.242,2019,0.018000000000000016
670032,192,0.254,0.287,2020,-0.032999999999999974
670032,565,0.329,0.286,2021,0.04300000000000004
670032,480,0.251,0.279,2022,-0.028000000000000025
670032,262,0.288,0.294,2023,-0.006000000000000005
670032,445,0.275,0.273,2024,0.0020000000000000018
670032,216,0.277,0.252,2026,0.025000000000000022
670042,406,0.353,0.328,2023,0.024999999999999967
670042,455,0.339,0.321,2024,0.018000000000000016
670042,219,0.291,0.312,2025,-0.02100000000000002
670042,287,0.313,0.342,2026,-0.029000000000000026
670097,184,0.23,0.246,2021,-0.015999999999999986
670097,253,0.281,0.296,2023,-0.014999999999999958
670156,149,0.275,0.299,2023,-0.023999999999999966
670156,106,0.214,0.3,2024,-0.086
670156,175,0.282,0.318,2025,-0.03600000000000003
670223,99,0.239,0.317,2023,-0.07800000000000001
670223,134,0.274,0.223,2025,0.05100000000000002
670224,217,0.272,0.25,2025,0.02200000000000002
670231,175,0.267,0.302,2025,-0.034999999999999976
670242,254,0.377,0.375,2023,0.0020000000000000018
670242,261,0.385,0.359,2024,0.026000000000000023
670242,392,0.334,0.325,2025,0.009000000000000008
670242,135,0.253,0.281,2026,-0.028000000000000025
670351,184,0.292,0.297,2021,-0.0050000000000000044
670541,369,0.432,0.408,2019,0.02400000000000002
670541,597,0.37,0.386,2021,-0.016000000000000014
670541,561,0.427,0.459,2022,-0.03200000000000003
670541,496,0.415,0.436,2023,-0.02100000000000002
670541,635,0.402,0.415,2024,-0.012999999999999956
670541,199,0.338,0.393,2025,-0.05499999999999999
670541,538,0.439,0.463,2026,-0.02400000000000002
670623,108,0.255,0.247,2020,0.008000000000000007
670623,85,0.274,0.289,2021,-0.014999999999999958
670623,381,0.323,0.301,2022,0.02200000000000002
670623,571,0.362,0.316,2023,0.045999999999999985
670623,641,0.327,0.309,2024,0.018000000000000016
670623,438,0.353,0.32,2025,0.032999999999999974
670623,497,0.343,0.322,2026,0.02100000000000002
670712,142,0.329,0.269,2019,0.06
670712,98,0.394,0.318,2020,0.07600000000000001
670712,169,0.268,0.278,2021,-0.010000000000000009
670712,160,0.338,0.304,2022,0.03400000000000003
670712,78,0.281,0.259,2023,0.02200000000000002
670764,176,0.279,0.285,2021,-0.00599999999999995
670764,466,0.252,0.274,2022,-0.02200000000000002
670764,349,0.287,0.277,2023,0.009999999999999953
670764,252,0.245,0.255,2024,-0.010000000000000009
670764,317,0.265,0.261,2025,0.0040000000000000036
670764,347,0.278,0.249,2026,0.029000000000000026
670768,350,0.299,0.272,2022,0.02699999999999997
670770,258,0.323,0.283,2022,0.040000000000000036
670770,556,0.353,0.287,2023,0.066
670770,341,0.305,0.293,2024,0.01200000000000001
670770,685,0.333,0.3,2025,0.03300000000000003
670770,239,0.229,0.236,2026,-0.0069999999999999785
671056,259,0.351,0.367,2024,-0.016000000000000014
671056,452,0.365,0.368,2025,-0.0030000000000000027
671056,544,0.335,0.335,2026,0.0
671083,94,0.271,0.257,2022,0.014000000000000012
671213,95,0.344,0.323,2022,0.020999999999999963
671213,502,0.367,0.37,2023,-0.0030000000000000027
671213,243,0.342,0.327,2024,0.015000000000000013
671213,112,0.256,0.304,2025,-0.04799999999999999
671218,518,0.339,0.337,2024,0.0020000000000000018
671218,695,0.319,0.32,2025,-0.0010000000000000009
671218,343,0.298,0.322,2026,-0.02400000000000002
671221,109,0.347,0.296,2022,0.05099999999999999
671221,337,0.296,0.313,2023,-0.017000000000000015
671221,219,0.268,0.265,2025,0.0030000000000000027
671277,139,0.291,0.296,2020,-0.0050000000000000044
671277,247,0.291,0.279,2021,0.011999999999999955
671277,377,0.303,0.305,2022,-0.0020000000000000018
671277,482,0.297,0.309,2023,-0.01200000000000001
671277,528,0.328,0.335,2024,-0.007000000000000006
671277,526,0.3,0.339,2025,-0.039000000000000035
671277,415,0.362,0.348,2026,0.014000000000000012
671289,86,0.274,0.275,2022,-0.0010000000000000009
671289,168,0.29,0.317,2023,-0.027000000000000024
671289,383,0.283,0.307,2024,-0.02400000000000002
671289,428,0.319,0.325,2025,-0.006000000000000005
671289,288,0.288,0.309,2026,-0.02100000000000002
671732,129,0.251,0.294,2023,-0.04299999999999998
671732,451,0.345,0.341,2024,0.003999999999999948
671732,630,0.31,0.304,2025,0.006000000000000005
671732,373,0.286,0.309,2026,-0.02300000000000002
671739,441,0.368,0.339,2022,0.02899999999999997
671739,539,0.345,0.356,2023,-0.01100000000000001
671739,470,0.312,0.346,2024,-0.033999999999999975
671739,641,0.289,0.315,2025,-0.026000000000000023
671739,467,0.345,0.345,2026,0.0
671976,362,0.332,0.303,2026,0.029000000000000026
672016,159,0.281,0.25,2025,0.031000000000000028
672275,353,0.282,0.312,2023,-0.030000000000000027
672275,448,0.281,0.322,2024,-0.04099999999999998
672275,452,0.265,0.264,2025,0.0010000000000000009
672275,260,0.241,0.29,2026,-0.04899999999999999
672279,334,0.257,0.246,2024,0.01100000000000001
672284,377,0.27,0.313,2021,-0.04299999999999998
672284,181,0.238,0.274,2022,-0.03600000000000003
672284,416,0.321,0.333,2023,-0.01200000000000001
672284,449,0.294,0.311,2024,-0.017000000000000015
672356,345,0.276,0.305,2023,-0.02899999999999997
672356,161,0.263,0.279,2024,-0.016000000000000014
672356,471,0.278,0.286,2025,-0.007999999999999952
672356,139,0.28,0.274,2026,0.006000000000000005
672386,189,0.33,0.368,2021,-0.03799999999999998
672386,541,0.347,0.354,2022,-0.007000000000000006
672386,422,0.308,0.321,2023,-0.013000000000000012
672386,386,0.297,0.329,2024,-0.03200000000000003
672386,506,0.334,0.359,2025,-0.024999999999999967
672386,187,0.32,0.302,2026,0.018000000000000016
672478,293,0.278,0.284,2023,-0.00599999999999995
672515,73,0.326,0.296,2022,0.030000000000000027
672515,380,0.325,0.316,2023,0.009000000000000008
672515,351,0.325,0.329,2024,-0.0040000000000000036
672515,309,0.34,0.346,2025,-0.00599999999999995
672515,396,0.369,0.37,2026,-0.0010000000000000009
672580,515,0.299,0.32,2023,-0.02100000000000002
672580,626,0.27,0.305,2024,-0.034999999999999976
672580,666,0.347,0.335,2025,0.011999999999999955
672580,294,0.307,0.316,2026,-0.009000000000000008
672640,434,0.302,0.317,2024,-0.015000000000000013
672640,594,0.295,0.33,2025,-0.03500000000000003
672640,520,0.343,0.318,2026,0.025000000000000022
672695,500,0.253,0.274,2022,-0.02100000000000002
672695,495,0.319,0.277,2023,0.04199999999999998
672695,388,0.317,0.287,2024,0.030000000000000027
672695,720,0.37,0.356,2025,0.014000000000000012
672695,517,0.331,0.326,2026,0.0050000000000000044
672724,191,0.246,0.282,2023,-0.035999999999999976
672724,265,0.214,0.248,2025,-0.034
672724,313,0.278,0.272,2026,0.006000000000000005
672744,234,0.27,0.295,2025,-0.024999999999999967
672761,425,0.299,0.295,2024,0.0040000000000000036
672761,383,0.318,0.31,2025,0.008000000000000007
672761,175,0.262,0.272,2026,-0.010000000000000009
672779,177,0.249,0.217,2022,0.032
672779,220,0.275,0.292,2023,-0.01699999999999996
672820,173,0.241,0.29,2023,-0.04899999999999999
672820,369,0.28,0.321,2024,-0.04099999999999998
672820,544,0.313,0.326,2025,-0.013000000000000012
672820,117,0.213,0.249,2026,-0.036000000000000004
672960,489,0.318,0.304,2026,0.014000000000000012
673237,377,0.354,0.358,2023,-0.0040000000000000036
673237,619,0.329,0.343,2024,-0.014000000000000012
673237,567,0.3,0.326,2025,-0.026000000000000023
673237,239,0.294,0.305,2026,-0.01100000000000001
673357,227,0.316,0.329,2020,-0.013000000000000012
673357,296,0.399,0.385,2021,0.014000000000000012
673357,401,0.324,0.336,2022,-0.01200000000000001
673357,595,0.358,0.347,2023,0.01100000000000001
673357,425,0.285,0.283,2024,0.0020000000000000018
673357,431,0.289,0.321,2025,-0.03200000000000003
673357,171,0.288,0.299,2026,-0.01100000000000001
673451,183,0.304,0.315,2020,-0.01100000000000001
673451,183,0.243,0.282,2021,-0.03899999999999998
673490,298,0.27,0.265,2021,0.0050000000000000044
673490,582,0.313,0.314,2022,-0.0010000000000000009
673490,626,0.33,0.313,2023,0.017000000000000015
673490,470,0.308,0.319,2024,-0.01100000000000001
673490,191,0.288,0.297,2025,-0.009000000000000008
673490,85,0.126,0.207,2026,-0.08099999999999999
673548,446,0.334,0.328,2022,0.006000000000000005
673548,583,0.358,0.357,2023,0.0010000000000000009
673548,585,0.365,0.348,2024,0.017000000000000015
673548,651,0.343,0.352,2025,-0.008999999999999952
673548,464,0.368,0.339,2026,0.02899999999999997
673962,102,0.28,0.289,2022,-0.008999999999999952
673962,515,0.334,0.334,2023,0.0
673962,188,0.311,0.296,2024,0.015000000000000013
673962,511,0.298,0.304,2025,-0.006000000000000005
673962,396,0.352,0.347,2026,0.0050000000000000044
675656,151,0.226,0.24,2022,-0.013999999999999985
675656,146,0.236,0.236,2023,0.0
675961,112,0.238,0.245,2023,-0.007000000000000006
675961,96,0.237,0.254,2024,-0.017000000000000015
675961,143,0.315,0.248,2026,0.067
676059,228,0.309,0.317,2023,-0.008000000000000007
676059,447,0.34,0.355,2024,-0.014999999999999958
676059,352,0.332,0.327,2025,0.0050000000000000044
676070,73,0.12,0.197,2025,-0.07700000000000001
676116,495,0.342,0.334,2023,0.008000000000000007
676116,111,0.223,0.254,2024,-0.031
676356,362,0.269,0.277,2024,-0.008000000000000007
676356,246,0.321,0.284,2026,0.03700000000000003
676369,206,0.291,0.307,2022,-0.016000000000000014
676369,179,0.369,0.37,2023,-0.0010000000000000009
676369,230,0.28,0.307,2024,-0.02699999999999997
676369,87,0.298,0.359,2026,-0.061
676391,133,0.275,0.29,2021,-0.014999999999999958
676391,179,0.209,0.286,2022,-0.07699999999999999
676391,452,0.297,0.285,2024,0.01200000000000001
676391,588,0.308,0.289,2025,0.019000000000000017
676391,489,0.311,0.269,2026,0.04199999999999998
676439,105,0.226,0.275,2025,-0.049000000000000016
676439,182,0.291,0.317,2026,-0.026000000000000023
676475,347,0.3,0.337,2023,-0.03700000000000003
676475,595,0.319,0.333,2024,-0.014000000000000012
676475,546,0.346,0.345,2025,0.0010000000000000009
676475,516,0.361,0.387,2026,-0.026000000000000023
676480,174,0.183,0.182,2022,0.0010000000000000009
676480,149,0.276,0.278,2023,-0.0020000000000000018
676572,74,0.29,0.31,2024,-0.020000000000000018
676572,514,0.293,0.315,2025,-0.02200000000000002
676609,280,0.305,0.297,2023,0.008000000000000007
676609,483,0.277,0.267,2024,0.010000000000000009
676609,370,0.309,0.299,2025,0.010000000000000009
676609,356,0.302,0.28,2026,0.021999999999999964
676632,123,0.231,0.27,2022,-0.03900000000000001
676694,163,0.328,0.322,2021,0.006000000000000005
676694,160,0.258,0.25,2022,0.008000000000000007
676694,341,0.297,0.283,2023,0.014000000000000012
676694,513,0.285,0.306,2024,-0.02100000000000002
676694,381,0.323,0.325,2025,-0.0020000000000000018
676694,153,0.264,0.256,2026,0.008000000000000007
676701,125,0.321,0.293,2022,0.028000000000000025
676701,227,0.277,0.278,2023,-0.0010000000000000009
676724,240,0.343,0.327,2026,0.016000000000000014
676801,321,0.326,0.315,2021,0.01100000000000001
676801,407,0.326,0.326,2022,0.0
676801,457,0.362,0.34,2023,0.021999999999999964
676801,267,0.257,0.286,2024,-0.02899999999999997
676801,116,0.257,0.299,2025,-0.04199999999999998
676914,141,0.424,0.355,2023,0.069
676914,454,0.277,0.293,2024,-0.01599999999999996
676914,227,0.351,0.323,2025,0.02799999999999997
676914,140,0.269,0.275,2026,-0.006000000000000005
676946,139,0.321,0.27,2023,0.05099999999999999
677008,114,0.327,0.299,2024,0.028000000000000025
677008,167,0.248,0.29,2025,-0.04199999999999998
677347,140,0.283,0.265,2025,0.01799999999999996
677551,308,0.348,0.331,2021,0.01699999999999996
677551,344,0.323,0.339,2022,-0.016000000000000014
677551,491,0.349,0.365,2023,-0.016000000000000014
677587,86,0.263,0.207,2023,0.05600000000000002
677587,442,0.276,0.279,2024,-0.0030000000000000027
677587,383,0.278,0.295,2025,-0.01699999999999996
677587,468,0.308,0.295,2026,0.013000000000000012
677588,168,0.286,0.306,2024,-0.020000000000000018
677588,169,0.296,0.302,2025,-0.006000000000000005
677588,239,0.312,0.305,2026,0.007000000000000006
677592,103,0.202,0.274,2023,-0.07200000000000001
677592,100,0.334,0.31,2026,0.02400000000000002
677594,560,0.366,0.338,2022,0.02799999999999997
677594,714,0.347,0.339,2023,0.007999999999999952
677594,613,0.321,0.345,2024,-0.023999999999999966
677594,710,0.341,0.344,2025,-0.002999999999999947
677594,489,0.328,0.35,2026,-0.021999999999999964
677595,108,0.284,0.286,2023,-0.0020000000000000018
677595,184,0.29,0.286,2025,0.0040000000000000036
677649,220,0.282,0.257,2022,0.024999999999999967
677649,439,0.33,0.32,2023,0.010000000000000009
677649,285,0.27,0.258,2024,0.01200000000000001
677649,219,0.249,0.247,2025,0.0020000000000000018
677649,439,0.328,0.302,2026,0.026000000000000023
677800,85,0.375,0.356,2023,0.019000000000000017
677800,447,0.336,0.324,2024,0.01200000000000001
677800,417,0.334,0.335,2025,-0.0010000000000000009
677800,521,0.348,0.358,2026,-0.010000000000000009
677870,210,0.308,0.313,2024,-0.0050000000000000044
677870,163,0.269,0.312,2026,-0.04299999999999998
677942,185,0.298,0.262,2024,0.035999999999999976
677942,266,0.313,0.305,2025,0.008000000000000007
677942,246,0.354,0.361,2026,-0.007000000000000006
677950,411,0.272,0.28,2022,-0.008000000000000007
677950,402,0.278,0.291,2023,-0.012999999999999956
677950,103,0.262,0.344,2024,-0.08199999999999996
677950,469,0.287,0.289,2025,-0.0020000000000000018
677950,100,0.246,0.292,2026,-0.045999999999999985
677951,632,0.311,0.318,2022,-0.007000000000000006
677951,694,0.343,0.368,2023,-0.024999999999999967
677951,709,0.41,0.407,2024,0.0030000000000000027
677951,687,0.36,0.365,2025,-0.0050000000000000044
677951,461,0.348,0.378,2026,-0.030000000000000027
678009,145,0.308,0.326,2023,-0.018000000000000016
678009,298,0.321,0.301,2024,0.020000000000000018
678009,213,0.277,0.291,2025,-0.013999999999999957
678011,155,0.311,0.31,2026,0.0010000000000000009
678218,225,0.303,0.312,2026,-0.009000000000000008
678225,371,0.272,0.266,2023,0.006000000000000005
678225,81,0.213,0.278,2024,-0.06500000000000003
678246,304,0.295,0.305,2023,-0.010000000000000009
678246,237,0.233,0.265,2024,-0.032
678246,569,0.314,0.319,2025,-0.0050000000000000044
678246,528,0.357,0.384,2026,-0.027000000000000024
678391,261,0.301,0.295,2026,0.006000000000000005
678489,77,0.171,0.193,2025,-0.021999999999999992
678489,153,0.284,0.238,2026,0.045999999999999985
678545,94,0.262,0.255,2023,0.007000000000000006
678554,92,0.302,0.275,2023,0.02699999999999997
678554,132,0.255,0.282,2024,-0.02699999999999997
678554,264,0.278,0.289,2025,-0.010999999999999954
678554,329,0.37,0.358,2026,0.01200000000000001
678662,615,0.298,0.29,2023,0.008000000000000007
678662,695,0.324,0.291,2024,0.03300000000000003
678662,390,0.301,0.319,2025,-0.018000000000000016
678662,412,0.259,0.275,2026,-0.016000000000000014
678877,198,0.331,0.325,2024,0.006000000000000005
678877,153,0.207,0.202,2025,0.004999999999999977
678882,89,0.287,0.242,2023,0.044999999999999984
678882,571,0.286,0.276,2024,0.009999999999999953
678882,587,0.307,0.305,2025,0.0020000000000000018
