pitcher,year,primary_catcher,primary_catcher_pitches,total_pitches,primary_catcher_share
608665,2020,620443,111,329,0.3373860182370821
608678,2020,506702,68,191,0.35602094240837695
608700,2020,624407,11,11,1.0
608717,2020,607732,339,547,0.6197440585009141
608718,2020,553882,343,516,0.6647286821705426
608723,2020,543228,830,903,0.9191583610188261
611093,2020,662139,21,21,1.0
612434,2020,600474,174,475,0.3663157894736842
613534,2020,543592,74,74,1.0
614179,2020,518735,30,60,0.5
615698,2020,595978,172,506,0.33992094861660077
620445,2020,547172,75,75,1.0
621005,2020,641929,12,12,1.0
621011,2020,668800,8,8,1.0
621052,2020,425877,286,373,0.7667560321715817
621076,2020,669221,71,71,1.0
621078,2020,641929,114,300,0.38
621097,2020,643376,369,397,0.929471032745592
621107,2020,595284,717,913,0.7853231106243155
621111,2020,669257,358,600,0.5966666666666667
621112,2020,669221,48,48,1.0
621121,2020,455117,823,884,0.9309954751131222
621129,2020,669087,208,370,0.5621621621621622
621139,2020,596142,87,109,0.7981651376146789
621141,2020,467092,115,230,0.5
621142,2020,545358,183,438,0.4178082191780822
621219,2020,575929,682,945,0.7216931216931217
621237,2020,572287,133,194,0.6855670103092784
621242,2020,467092,280,483,0.5797101449275363
621244,2020,641598,421,1102,0.382032667876588
621249,2020,575929,177,339,0.5221238938053098
621261,2020,621512,147,223,0.6591928251121076
621290,2020,543228,203,225,0.9022222222222223
621294,2020,596142,103,111,0.9279279279279279
621295,2020,547379,248,385,0.6441558441558441
621345,2020,518595,304,405,0.7506172839506173
621366,2020,643376,209,323,0.6470588235294118
621368,2020,624431,114,352,0.32386363636363635
621381,2020,595978,142,308,0.461038961038961
621532,2020,488771,16,16,1.0
621593,2020,519222,17,17,1.0
622065,2020,608348,569,797,0.7139272271016311
622072,2020,605131,183,286,0.6398601398601399
622075,2020,547172,199,446,0.4461883408071749
622088,2020,592200,309,593,0.521079258010118
622092,2020,521692,142,373,0.3806970509383378
622098,2020,467092,65,113,0.5752212389380531
622250,2020,669257,25,44,0.5681818181818182
622251,2020,521692,243,472,0.5148305084745762
622253,2020,600474,200,285,0.7017543859649122
622256,2020,518595,36,36,1.0
622490,2020,543877,108,162,0.6666666666666666
622491,2020,592200,661,1153,0.5732870771899393
622492,2020,608348,101,162,0.6234567901234568
622503,2020,425877,49,118,0.4152542372881356
622608,2020,553869,667,1136,0.5871478873239436
622694,2020,465041,237,453,0.5231788079470199
622772,2020,518735,286,429,0.6666666666666666
622780,2020,553882,59,89,0.6629213483146067
622786,2020,595751,77,144,0.5347222222222222
623149,2020,621512,72,129,0.5581395348837209
623168,2020,644433,7,7,1.0
623352,2020,553882,163,372,0.4381720430107527
623364,2020,605170,20,20,1.0
623433,2020,572287,119,237,0.5021097046413502
623437,2020,641924,74,119,0.6218487394957983
623454,2020,518735,50,50,1.0
623465,2020,642082,189,284,0.6654929577464789
623470,2020,521692,178,387,0.4599483204134367
623474,2020,425772,111,354,0.3135593220338983
623485,2020,553869,56,115,0.48695652173913045
624133,2020,595284,52,94,0.5531914893617021
624407,2020,608700,22,22,1.0
624418,2020,460077,293,757,0.3870541611624835
624586,2020,595751,115,248,0.4637096774193548
624647,2020,669257,151,290,0.5206896551724138
625643,2020,518735,418,503,0.831013916500994
626929,2020,641598,177,272,0.6507352941176471
628317,2020,488671,453,986,0.4594320486815416
628452,2020,592200,185,365,0.5068493150684932
628711,2020,669257,737,875,0.8422857142857143
629498,2020,595751,36,58,0.6206896551724138
630023,2020,605421,118,190,0.6210526315789474
630263,2020,435559,56,76,0.7368421052631579
640444,2020,435559,130,194,0.6701030927835051
640448,2020,435559,219,434,0.5046082949308756
640451,2020,600474,71,145,0.4896551724137931
640455,2020,641680,391,812,0.4815270935960591
640470,2020,575929,235,387,0.6072351421188631
641154,2020,595751,305,904,0.33738938053097345
641302,2020,519222,407,599,0.679465776293823
641312,2020,623168,108,277,0.3898916967509025
641341,2020,607732,125,132,0.946969696969697
641360,2020,553882,33,33,1.0
641401,2020,592663,72,188,0.3829787234042553
641420,2020,518735,108,168,0.6428571428571429
641447,2020,595453,159,474,0.33544303797468356
641482,2020,543592,100,165,0.6060606060606061
641513,2020,606988,17,17,1.0
641540,2020,543510,411,571,0.7197898423817863
641576,2020,518735,27,27,1.0
641582,2020,518735,209,436,0.4793577981651376
641627,2020,623168,73,217,0.33640552995391704
641645,2020,645305,9,9,1.0
641656,2020,518735,73,83,0.8795180722891566
641672,2020,643376,239,441,0.5419501133786848
641712,2020,425877,441,590,0.747457627118644
641726,2020,641680,53,53,1.0
641729,2020,519222,229,389,0.5886889460154242
641739,2020,425877,32,85,0.3764705882352941
641743,2020,643376,315,413,0.7627118644067796
641745,2020,521692,459,858,0.534965034965035
641755,2020,547172,176,371,0.4743935309973046
641771,2020,607732,473,789,0.5994930291508238
641778,2020,553882,199,244,0.8155737704918032
641793,2020,641598,90,117,0.7692307692307693
641816,2020,571466,706,852,0.8286384976525821
641838,2020,521692,64,100,0.64
641851,2020,543228,133,201,0.6616915422885572
641853,2020,519222,14,14,1.0
641871,2020,545358,116,210,0.5523809523809524
641907,2020,672386,63,104,0.6057692307692307
641941,2020,595978,238,366,0.6502732240437158
641995,2020,668800,30,30,1.0
642003,2020,571466,124,236,0.5254237288135594
642083,2020,605421,211,394,0.5355329949238579
642092,2020,608348,222,250,0.888
642098,2020,521692,47,90,0.5222222222222223
642100,2020,521692,58,122,0.47540983606557374
642121,2020,600474,287,417,0.6882494004796164
642130,2020,455117,258,345,0.7478260869565218
642152,2020,669221,201,370,0.5432432432432432
642203,2020,608348,233,367,0.6348773841961853
642207,2020,553882,222,431,0.5150812064965197
642231,2020,641929,44,52,0.8461538461538461
642232,2020,605421,393,836,0.4700956937799043
642233,2020,553882,223,410,0.5439024390243903
642397,2020,519222,202,394,0.5126903553299492
642528,2020,596142,264,396,0.6666666666666666
642545,2020,545358,307,513,0.5984405458089669
642546,2020,624431,164,497,0.3299798792756539
642547,2020,553882,406,553,0.7341772151898734
642558,2020,645305,84,84,1.0
642578,2020,545358,39,39,1.0
642584,2020,467092,183,229,0.7991266375545851
642701,2020,669257,107,284,0.3767605633802817
642770,2020,595978,124,235,0.5276595744680851
642840,2020,547172,38,54,0.7037037037037037
643230,2020,607732,581,746,0.7788203753351206
643256,2020,547379,93,177,0.5254237288135594
643290,2020,641929,516,805,0.6409937888198758
643316,2020,600474,198,376,0.526595744680851
643327,2020,608700,290,553,0.5244122965641953
643338,2020,596142,265,433,0.6120092378752887
643478,2020,455139,59,59,1.0
643511,2020,663698,203,458,0.4432314410480349
643532,2020,465041,56,111,0.5045045045045045
643615,2020,672386,124,185,0.6702702702702703
643778,2020,425877,171,346,0.49421965317919075
645261,2020,595751,393,662,0.5936555891238671
645307,2020,668800,87,117,0.7435897435897436
647336,2020,518595,130,199,0.6532663316582915
650382,2020,543877,133,176,0.7556818181818182
650530,2020,519222,210,332,0.6325301204819277
650556,2020,455117,71,76,0.9342105263157895
650633,2020,596142,352,470,0.7489361702127659
650644,2020,547379,594,1201,0.4945878434637802
650668,2020,465041,123,205,0.6
650671,2020,621532,77,89,0.8651685393258427
650893,2020,425877,240,397,0.6045340050377834
650895,2020,605421,174,320,0.54375
656004,2020,455117,49,49,1.0
656061,2020,456124,41,43,0.9534883720930233
656186,2020,543592,179,363,0.4931129476584022
656222,2020,572287,214,323,0.6625386996904025
656232,2020,455117,328,597,0.5494137353433836
656240,2020,521692,35,62,0.5645161290322581
656257,2020,465041,22,22,1.0
656288,2020,621532,374,965,0.38756476683937824
656302,2020,518735,602,1089,0.5528007346189164
656322,2020,663698,216,297,0.7272727272727273
656353,2020,518595,53,53,1.0
656354,2020,592663,70,127,0.5511811023622047
656382,2020,547172,50,76,0.6578947368421053
656420,2020,553882,97,150,0.6466666666666666
656427,2020,425877,678,719,0.9429763560500696
656464,2020,608348,171,348,0.49137931034482757
656492,2020,521692,23,23,1.0
656546,2020,547172,175,400,0.4375
656547,2020,596142,297,401,0.7406483790523691
656548,2020,465041,16,16,1.0
656557,2020,543877,265,265,1.0
656605,2020,607732,334,385,0.8675324675324675
656685,2020,425772,79,222,0.35585585585585583
656725,2020,518735,33,33,1.0
656756,2020,596142,445,747,0.5957161981258366
656793,2020,596142,252,374,0.6737967914438503
656794,2020,518595,218,300,0.7266666666666667
656803,2020,575929,16,32,0.5
656849,2020,455139,360,812,0.4433497536945813
656876,2020,641924,180,302,0.5960264900662252
656887,2020,624512,73,137,0.5328467153284672
656913,2020,543228,66,66,1.0
656945,2020,600474,177,345,0.5130434782608696
656954,2020,620443,364,880,0.41363636363636364
656970,2020,641598,191,268,0.7126865671641791
656977,2020,518595,60,81,0.7407407407407407
657024,2020,543592,79,149,0.5302013422818792
657031,2020,543877,114,146,0.7808219178082192
657044,2020,605421,203,419,0.48448687350835323
657053,2020,452095,243,491,0.49490835030549896
657097,2020,518595,99,171,0.5789473684210527
657140,2020,518595,426,642,0.6635514018691588
657141,2020,465041,176,270,0.6518518518518519
657240,2020,624512,121,233,0.51931330472103
657277,2020,663698,542,1002,0.5409181636726547
657376,2020,596142,71,126,0.5634920634920635
657571,2020,669257,193,304,0.6348684210526315
657611,2020,506702,131,295,0.4440677966101695
657612,2020,595978,99,350,0.28285714285714286
657624,2020,455117,182,340,0.5352941176470588
658305,2020,605421,50,68,0.7352941176470589
658431,2020,665561,84,84,1.0
658551,2020,425877,37,61,0.6065573770491803
659275,2020,642336,339,1046,0.3240917782026769
660271,2020,545358,50,80,0.625
660422,2020,465041,19,19,1.0
660431,2020,643376,33,33,1.0
660600,2020,455117,308,362,0.850828729281768
660623,2020,518595,241,398,0.6055276381909548
660761,2020,545358,48,88,0.5454545454545454
660813,2020,669257,166,291,0.570446735395189
660896,2020,680777,188,403,0.4665012406947891
661255,2020,519390,144,294,0.4897959183673469
661440,2020,595284,41,41,1.0
663366,2020,519222,98,110,0.8909090909090909
663399,2020,607732,49,49,1.0
663423,2020,643376,131,131,1.0
663432,2020,435559,230,303,0.759075907590759
663460,2020,521692,647,936,0.6912393162393162
663465,2020,624431,224,658,0.3404255319148936
663474,2020,547379,323,550,0.5872727272727273
663531,2020,607333,71,186,0.3817204301075269
663554,2020,519222,231,543,0.425414364640884
663734,2020,595453,105,132,0.7954545454545454
663765,2020,425877,315,360,0.875
663770,2020,425772,29,54,0.5370370370370371
663776,2020,545358,289,598,0.48327759197324416
663878,2020,643376,245,324,0.7561728395061729
663903,2020,521692,504,1071,0.47058823529411764
663978,2020,595978,595,963,0.6178608515057114
663992,2020,521692,13,13,1.0
664042,2020,600474,261,470,0.5553191489361702
664045,2020,600474,300,529,0.5671077504725898
664054,2020,641598,122,223,0.547085201793722
664062,2020,669257,407,705,0.577304964539007
664069,2020,435559,152,152,1.0
664074,2020,571974,259,265,0.9773584905660377
664076,2020,595284,10,10,1.0
664092,2020,680777,87,153,0.5686274509803921
664126,2020,605421,251,490,0.5122448979591837
664129,2020,607732,232,409,0.5672371638141809
664139,2020,455139,137,241,0.5684647302904564
664141,2020,607732,442,804,0.5497512437810945
664157,2020,662139,60,176,0.3409090909090909
664180,2020,608700,154,210,0.7333333333333333
664192,2020,642336,112,123,0.9105691056910569
664199,2020,519390,318,709,0.44851904090267986
664208,2020,547379,188,381,0.49343832020997375
664285,2020,455117,766,1049,0.7302192564346998
664299,2020,455117,700,889,0.7874015748031497
664337,2020,596142,89,124,0.717741935483871
664350,2020,595751,543,563,0.9644760213143873
664353,2020,455117,276,429,0.6433566433566433
664682,2020,446308,40,62,0.6451612903225806
664714,2020,620443,150,255,0.5882352941176471
664854,2020,425877,134,198,0.6767676767676768
664856,2020,650619,87,174,0.5
664918,2020,488771,26,41,0.6341463414634146
664948,2020,543592,109,331,0.3293051359516616
664977,2020,607732,45,67,0.6716417910447762
665001,2020,592663,62,77,0.8051948051948052
665093,2020,543592,127,202,0.6287128712871287
665152,2020,600474,194,346,0.5606936416184971
665620,2020,596142,362,532,0.6804511278195489
665621,2020,519222,284,393,0.72264631043257
665733,2020,547172,123,133,0.924812030075188
665759,2020,595284,111,194,0.5721649484536082
666120,2020,452095,288,571,0.5043782837127846
666129,2020,595453,137,137,1.0
666200,2020,669221,719,942,0.7632696390658175
666204,2020,623168,37,37,1.0
666622,2020,605170,33,33,1.0
666674,2020,641598,24,24,1.0
667463,2020,669087,124,186,0.6666666666666666
667465,2020,543592,77,121,0.6363636363636364
667498,2020,595453,150,212,0.7075471698113207
668338,2020,605170,76,76,1.0
668676,2020,547379,480,776,0.6185567010309279
668678,2020,608348,1019,1117,0.9122649955237243
668687,2020,455117,306,411,0.7445255474452555
668941,2020,592663,81,170,0.4764705882352941
669060,2020,518595,174,313,0.5559105431309904
669064,2020,455117,68,97,0.7010309278350515
669145,2020,642082,107,107,1.0
669160,2020,669257,408,866,0.47113163972286376
669203,2020,641924,555,1010,0.5495049504950495
669211,2020,600474,359,500,0.718
669214,2020,644433,99,169,0.5857988165680473
669270,2020,571466,45,57,0.7894736842105263
669289,2020,643376,26,40,0.65
669373,2020,519222,275,591,0.4653130287648054
669424,2020,543510,33,33,1.0
669432,2020,595751,310,568,0.545774647887324
669456,2020,547379,732,1238,0.5912762520193862
669459,2020,595978,25,25,1.0
669952,2020,605131,22,44,0.5
670056,2020,663698,164,349,0.4699140401146132
670167,2020,519222,150,283,0.5300353356890459
670280,2020,620443,46,118,0.3898305084745763
670329,2020,644433,74,177,0.4180790960451977
670426,2020,547172,47,116,0.4051724137931034
670550,2020,572863,113,191,0.5916230366492147
670712,2020,572287,4,4,1.0
670912,2020,425877,261,444,0.5878378378378378
670950,2020,572287,241,576,0.4184027777777778
670970,2020,488771,134,322,0.4161490683229814
670990,2020,543592,225,424,0.5306603773584906
671790,2020,521692,73,73,1.0
672335,2020,455117,81,131,0.6183206106870229
672578,2020,521692,161,255,0.6313725490196078
672715,2020,620443,99,349,0.2836676217765043
672911,2020,446308,39,39,1.0
673258,2020,620443,61,99,0.6161616161616161
673633,2020,620443,123,248,0.4959677419354839
675916,2020,547379,219,472,0.4639830508474576
675921,2020,592663,439,439,1.0
676051,2020,543510,211,374,0.5641711229946524
676220,2020,425877,102,231,0.44155844155844154
676596,2020,605421,301,470,0.6404255319148936
676604,2020,521692,263,416,0.6322115384615384
676606,2020,620443,275,684,0.402046783625731
676831,2020,425877,39,77,0.5064935064935064
676886,2020,608348,16,16,1.0
676979,2020,543510,72,85,0.8470588235294118
677651,2020,455117,178,203,0.8768472906403941
677976,2020,488671,399,748,0.5334224598930482
680692,2020,543510,73,137,0.5328467153284672
680702,2020,543592,90,233,0.38626609442060084
681911,2020,595751,88,133,0.6616541353383458
683232,2020,607732,114,114,1.0
685493,2020,643376,316,502,0.6294820717131474
424144,2021,547379,49,60,0.8166666666666667
425794,2021,425877,2881,3080,0.9353896103896104
425844,2021,455117,2358,2577,0.9150174621653085
429722,2021,521692,722,1067,0.676663542642924
431148,2021,457763,209,209,1.0
433589,2021,669221,784,1086,0.7219152854511971
444482,2021,662139,28,28,1.0
445213,2021,592663,286,518,0.5521235521235521
445276,2021,669257,770,1087,0.7083716651333947
445926,2021,607345,172,532,0.3233082706766917
446099,2021,553882,22,22,1.0
446321,2021,595751,366,890,0.41123595505617977
446372,2021,543309,965,1338,0.7212257100149477
448179,2021,572287,956,2496,0.38301282051282054
448281,2021,571466,375,878,0.4271070615034169
448855,2021,545358,609,1229,0.4955248169243287
450203,2021,518595,1440,2991,0.48144433299899697
451584,2021,521692,529,769,0.6879063719115734
452027,2021,680777,268,366,0.73224043715847
452657,2021,543228,925,2391,0.38686741948975323
452678,2021,608348,17,17,1.0
453178,2021,592663,318,911,0.34906695938529086
453192,2021,425877,388,624,0.6217948717948718
453265,2021,435559,285,870,0.3275862068965517
453268,2021,553869,698,1221,0.5716625716625716
453281,2021,425877,445,804,0.5534825870646766
453284,2021,595978,403,713,0.5652173913043478
453286,2021,543228,884,2821,0.31336405529953915
453343,2021,605170,693,1069,0.6482694106641721
453562,2021,575929,1131,1753,0.6451796919566457
455119,2021,661388,225,664,0.338855421686747
456034,2021,669257,909,1186,0.7664418212478921
456501,2021,457763,1049,1882,0.5573857598299681
456713,2021,624431,56,69,0.8115942028985508
457759,2021,605131,10,10,1.0
