batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional
David Fry,OF,OF|DH,"OF, DH",True,2.0,681807,67,291,0.06350044481321347,-0.026789956679920467,-0.040334998950929124,-0.0671249556308496,97.7,90.2,93.5,74.6,0.416,0.268,0.727,0.134,0.117,0.326,67,-0.04,0.326,0.251,C|DH|LF|RF,71.07203400440706,0.08974359,0.12280702,0.16666667,105.4,48.0,93.4
Agustín Ramírez,C,C|DH,"C, DH",True,2.0,682663,134,523,0.08314877853496576,-0.010024889186810573,-0.057268058996819415,-0.06729294818362999,116.9,97.5,90.2,74.6,0.486,0.257,0.723,0.168,0.149,0.309,134,-0.057,0.309,0.401,C|DH,75.92297076731221,0.10328638,0.14473684,0.19248826,114.9,129.0,93.8
Jared Triolo,SS,3B|SS,"3B, SS",True,2.0,669707,47,180,0.05828223038660963,0.060813158736023505,-0.12791882671424992,-0.06710566797822642,92.6,128.2,76.3,74.6,0.4,0.255,0.764,0.194,0.094,0.274,47,-0.128,0.274,0.19,1B|3B|RF|SS,72.40801532451923,0.07692308,0.09375,0.25641026,103.6,27.0,94.0
Miguel Amaya,C,C,C,False,1.0,665804,80,336,0.0681627451733411,0.0028254432772240757,-0.07019440972333471,-0.06736896644611064,102.3,103.0,87.6,74.6,0.426,0.258,0.79,0.152,0.101,0.305,80,-0.07,0.305,0.286,C|DH,69.1995166015625,0.04,0.05555556,0.22,105.7,62.0,93.8
Jose Devers,,,,,,691410,3,12,-0.011013903347294593,-0.06749368403855024,,-0.06749368403855024,24.8,72.5,,74.5,0.5,0.308,0.761,0.083,0.25,,3,,,0.015,,,,,,,,
Ryan Mountcastle,1B,1B,1B,False,1.0,663624,21,81,0.07435162770988177,-0.031561404731114774,-0.03670542786123038,-0.06826683259234514,108.3,88.1,94.2,74.4,0.568,0.319,0.752,0.173,0.123,0.318,21,-0.037,0.318,0.095,1B|DH,74.38171780493951,0.09677419,0.10344828,0.16129032,111.0,15.0,88.7
Mike Yastrzemski,OF,OF,OF,False,1.0,573262,133,536,0.04532139307512735,0.0025573331913981484,-0.07060665783295961,-0.06804932464156146,79.9,102.9,87.6,74.4,0.44,0.28,0.773,0.162,0.099,0.307,133,-0.071,0.307,0.399,LF|RF,70.70107246444611,0.07784431,0.1,0.26946108,105.1,109.0,93.3
Daniel Vellojin,,,,,,678962,3,15,0.08999520043662423,-0.06929441973498933,,-0.06929441973498933,123.6,71.8,,74.2,0.533,0.294,0.786,0.133,0.067,,3,,,0.015,,,,,,,,
Gavin Lux,,,,,,666158,6,34,0.0647806236896138,-0.06971120805797179,,-0.06971120805797179,99.0,71.6,,74.1,0.412,0.287,0.782,0.088,0.088,,6,,,0.029,,,,,,,,
David Hamilton,3B,3B|SS,"3B, SS",True,2.0,666152,118,466,0.05197295406057811,0.010872100936223553,-0.08102880255560253,-0.07015670161937898,86.4,106.5,85.5,74.0,0.476,0.317,0.825,0.174,0.084,0.282,118,-0.081,0.282,0.371,2B|3B|SS,68.76264784071181,0.07638889,0.09016393,0.20138889,109.9,99.0,96.0
Angel Mateo,,,,,,800377,1,8,0.05927832169752674,-0.0699472967888906,,-0.0699472967888906,93.6,71.5,,74.0,0.625,0.307,0.77,0.0,0.25,,1,,,0.005,,,,,,,,
Nick Allen,SS,SS,SS,False,1.0,669397,40,138,0.06534217755593473,0.030697586775648336,-0.10053649195418088,-0.06983890517853254,99.5,115.1,81.7,74.0,0.464,0.295,0.791,0.225,0.072,0.298,40,-0.101,0.298,0.167,2B|3B|SS,68.6295849609375,0.0,0.0,0.24,105.8,22.0,93.6
Yoán Moncada,3B,3B,3B,False,1.0,660162,127,543,0.03996342439075705,-0.02513799239313047,-0.04518310918406347,-0.07032110157719394,74.7,90.9,92.6,73.9,0.383,0.25,0.724,0.112,0.112,0.344,127,-0.045,0.344,0.388,3B|DH,72.18965242346938,0.10884354,0.15238095,0.21088435,109.9,105.0,96.0
Jake Rogers,C,C,C,False,1.0,668670,43,162,0.047281485329502854,0.014233574091961358,-0.08479403325976281,-0.07056045916780146,81.9,108.0,84.8,73.9,0.432,0.302,0.766,0.179,0.105,0.302,43,-0.085,0.302,0.177,C,70.869873046875,0.10909091,0.15384615,0.29090909,106.2,37.0,93.4
Christian Vázquez,C,C,C,False,1.0,543877,78,320,0.03733125070044763,0.0206657800122398,-0.09188879895167863,-0.07122301893943883,72.1,110.8,83.4,73.8,0.45,0.323,0.815,0.178,0.078,0.272,78,-0.092,0.272,0.281,C,66.01063829787235,0.08510638,0.1038961,0.32978723,107.4,60.0,93.4
Marcelo Mayer,2B,2B|SS,"2B, SS",True,2.0,691785,127,465,0.07308068020829726,0.01617601254600044,-0.08728111844047985,-0.07110510589447941,107.1,108.8,84.3,73.8,0.508,0.287,0.772,0.2,0.12,0.287,127,-0.087,0.287,0.388,2B|SS,74.67813173491379,0.11034483,0.14545455,0.26896552,109.1,97.0,94.3
Matt Chapman,3B,3B,3B,False,1.0,656305,172,678,0.060604138872150666,0.004609981111169035,-0.07569032410142146,-0.07108034299025243,94.9,103.8,86.6,73.8,0.432,0.262,0.803,0.171,0.097,0.289,172,-0.076,0.289,0.462,3B|DH,75.66118861607143,0.1047619,0.14102564,0.2,113.0,145.0,96.0
Carter Cunningham,,,,,,701860,3,12,0.08903452452355859,-0.07097387789553102,,-0.07097387789553102,122.7,71.0,,73.8,0.5,0.291,0.78,0.167,0.083,,3,,,0.015,,,,,,,,
Jordan Beck,OF,OF,OF,False,1.0,687597,98,378,0.06718365571353864,-0.018905479997734148,-0.05248331449601762,-0.07138879449375177,101.3,93.6,91.1,73.7,0.55,0.351,0.723,0.169,0.164,0.302,98,-0.052,0.302,0.329,LF|RF,73.70400550717213,0.08196721,0.12195122,0.16393443,108.1,71.0,92.9
Austin Hedges,C,C,C,False,1.0,595978,58,235,0.07629273878664349,0.002089557438779951,-0.07380423609340987,-0.07171467865462992,110.2,102.7,86.9,73.7,0.447,0.277,0.777,0.166,0.111,0.319,58,-0.074,0.319,0.225,C,68.45291476779514,0.09722222,0.12962963,0.25,106.9,46.0,93.3
Jazz Chisholm,2B,2B,2B,False,1.0,665862,169,689,0.054140476865547064,-0.00570642109709511,-0.0664391048025039,-0.07214552589959901,88.6,99.3,88.4,73.6,0.43,0.277,0.755,0.151,0.12,0.309,169,-0.066,0.309,0.458,2B,73.03410233601485,0.11386139,0.15540541,0.24752475,106.7,134.0,94.2
Connor Kaiser,,,,,,663731,2,6,0.03674048642424447,-0.0721730215130787,,-0.0721730215130787,71.6,70.5,,73.6,0.667,0.306,0.787,0.167,0.0,,2,,,0.01,,,,,,,,
Tim Tawa,OF,OF,OF,False,1.0,694374,63,268,0.06932577210775206,-0.01504045537980022,-0.056906180649717086,-0.07194663602951731,103.4,95.3,90.3,73.6,0.496,0.294,0.769,0.16,0.112,0.278,63,-0.057,0.278,0.24,1B|3B|CF|DH|LF,74.10369582403274,0.07142857,0.0952381,0.1547619,104.1,53.0,92.8
Mark Canha,,,,,,592192,5,25,0.05087489221400836,-0.07228381993810072,,-0.07228381993810072,85.4,70.5,,73.5,0.52,0.333,0.758,0.08,0.24,,5,,,0.024,,,,,,,,
Ty Southisene,,,,,,807257,5,19,0.05253145026306726,-0.07291928778445021,,-0.07291928778445021,87.0,70.2,,73.4,0.579,0.338,0.765,0.105,0.158,,5,,,0.024,,,,,,,,
Owen Miller,,,,,,680911,4,15,0.08462454423627848,-0.07277682413201404,,-0.07277682413201404,118.4,70.3,,73.4,0.267,0.285,0.765,0.067,0.2,,4,,,0.02,,,,,,,,
Nick Schnell,,,,,,678010,7,27,0.017189931270243125,-0.0739275583826448,,-0.0739275583826448,52.4,69.8,,73.2,0.481,0.316,0.717,0.074,0.333,,7,,,0.034,,,,,,,,
Jose Trevino,C,C,C,False,1.0,624431,36,111,0.06561007864753857,0.0619681522802484,-0.13568884120794938,-0.07372068892770098,99.8,128.7,74.7,73.2,0.514,0.273,0.809,0.252,0.072,0.229,36,-0.136,0.229,0.153,C,69.47372323495371,0.07407407,0.09090909,0.22222222,101.5,20.0,93.0
Bryson Ware,,,,,,694310,1,6,0.08529223487581429,-0.07455995355910928,,-0.07455995355910928,119.0,69.5,,73.1,0.167,0.299,0.783,0.0,0.0,,1,,,0.005,,,,,,,,
Victor Bericoto,OF,OF,OF,False,1.0,682674,5,20,-0.015331621997651224,-0.07478868767131563,,-0.07478868767131563,20.6,69.4,,73.0,0.35,0.303,0.787,0.1,0.15,,5,,,0.024,LF|RF,,,,,,,92.5
Connor Wong,C,C,C,False,1.0,657136,61,210,0.056040845357469636,0.018574766286067527,-0.09391346226859854,-0.07533869598253101,90.4,109.9,83.0,72.9,0.5,0.355,0.796,0.214,0.1,0.262,61,-0.094,0.262,0.234,C|DH,71.99491373697917,0.09722222,0.12068966,0.23611111,107.0,47.0,92.8
Colin Burgess,,,,,,689878,1,6,0.019744808752870525,-0.07595210735302393,,-0.07595210735302393,54.9,68.9,,72.8,0.667,0.304,0.776,0.0,0.167,,1,,,0.005,,,,,,,,
Jack Suwinski,,,,,,669261,4,23,0.0631546487054839,-0.07582772116586114,,-0.07582772116586114,97.4,68.9,,72.8,0.435,0.32,0.773,0.043,0.087,,4,,,0.02,,,,,,,,
Lamar King Jr.,,,,,,702601,1,6,-0.06507214791848454,-0.07566772508149368,,-0.07566772508149368,-28.0,69.0,,72.8,0.5,0.301,0.769,0.0,0.333,,1,,,0.005,,,,,,,,
Parker Meadows,OF,OF,OF,False,1.0,678009,45,178,0.05637357974976305,0.01046946854045551,-0.08711711773521046,-0.07664764919475495,90.8,106.3,84.3,72.6,0.461,0.288,0.804,0.18,0.084,0.293,45,-0.087,0.293,0.184,CF,70.06977982954545,0.03030303,0.03773585,0.24242424,105.0,39.0,92.3
Eric Brown Jr.,,,,,,687521,4,16,0.02214993509035965,-0.0767345890412437,,-0.0767345890412437,57.3,68.5,,72.6,0.562,0.324,0.749,0.062,0.375,,4,,,0.02,,,,,,,,
Dakota Jordan,,,,,,702607,1,3,-0.11550828666152095,-0.07708246649350506,,-0.07708246649350506,-77.4,68.4,,72.5,0.667,0.305,0.775,0.0,0.667,,1,,,0.005,,,,,,,,
Kemp Alderman,,,,,,694580,7,24,0.046010663277011206,-0.0770843901227967,,-0.0770843901227967,80.6,68.4,,72.5,0.625,0.321,0.744,0.125,0.375,,7,,,0.034,,,,,,,,
Jonah Heim,C,C|DH,"C, DH",True,2.0,641680,62,235,0.04859372386465242,0.03611742166751004,-0.11364451887624998,-0.07752709720873993,83.1,117.5,79.1,72.4,0.451,0.305,0.78,0.2,0.089,0.244,62,-0.114,0.244,0.237,1B|C|DH,70.02161959134615,0.07692308,0.09803922,0.24615385,104.6,45.0,92.5
Carlos Rodríguez,,,,,,677578,4,15,0.012436002626964019,-0.07778976586695345,,-0.07778976586695345,47.8,68.1,,72.4,0.467,0.325,0.777,0.067,0.2,,4,,,0.02,,,,,,,,
Luis De La Cruz,,,,,,821139,2,8,0.07270085110136523,-0.07772888406230755,,-0.07772888406230755,106.7,68.1,,72.4,0.5,0.293,0.775,0.125,0.25,,2,,,0.01,,,,,,,,
Drew Millas,C,C,C,False,1.0,686452,80,299,0.03865504415462496,0.018543505215801923,-0.09766671759746083,-0.07912321238165891,73.4,109.8,82.2,72.1,0.452,0.289,0.774,0.167,0.1,0.288,80,-0.098,0.288,0.286,C,67.15790137816012,0.02247191,0.03030303,0.20224719,104.7,61.0,92.3
Christopher Morel,1B,1B,1B,False,1.0,666624,36,122,0.07018979916576171,-0.021924691527696057,-0.05717004281628401,-0.07909473434398007,104.3,92.3,90.2,72.1,0.508,0.267,0.759,0.164,0.148,0.301,36,-0.057,0.301,0.153,1B|DH,77.04766438802083,0.2,0.33333333,0.33333333,109.4,13.0,87.5
Caden Kendle,,,,,,814522,3,21,0.1353998656067436,-0.07927372736760599,,-0.07927372736760599,168.1,67.4,,72.1,0.429,0.289,0.798,0.095,0.048,,3,,,0.015,,,,,,,,
Felix Cotes,,,,,,800432,1,6,0.003931783074312929,-0.07943493902840493,,-0.07943493902840493,39.5,67.4,,72.0,0.167,0.304,0.784,0.0,0.0,,1,,,0.005,,,,,,,,
Angel Abreu,,,,,,834685,2,9,0.1616294738016834,-0.07942306265443705,,-0.07942306265443705,193.7,67.4,,72.0,0.444,0.287,0.774,0.111,0.111,,2,,,0.01,,,,,,,,
Darlyn De Leon,,,,,,800391,2,5,0.03657335358473653,-0.0796281805508517,,-0.0796281805508517,71.4,67.3,,72.0,0.6,0.309,0.784,0.2,0.2,,2,,,0.01,,,,,,,,
Robert Calaz,,,,,,806978,2,14,0.06217821198251007,-0.08053732849129516,,-0.08053732849129516,96.4,66.9,,71.8,0.714,0.325,0.761,0.071,0.286,,2,,,0.01,,,,,,,,
Drake Logan,,,,,,805763,4,15,0.04662311009665723,-0.08216607530532442,,-0.08216607530532442,81.2,66.2,,71.5,0.467,0.293,0.759,0.133,0.2,,4,,,0.02,,,,,,,,
Jakob Marsee,OF,OF,OF,False,1.0,805300,181,731,0.04717199205897873,0.00943625472507769,-0.09223345213713573,-0.08279719741205804,81.8,105.9,83.3,71.3,0.386,0.246,0.842,0.146,0.066,0.292,181,-0.092,0.292,0.475,CF|DH,70.60302264873798,0.08653846,0.10169492,0.25,110.9,151.0,91.6
Taitn Gray,,,,,,828685,2,8,0.036638712612540245,-0.0831421506084904,,-0.0831421506084904,71.5,65.8,,71.3,0.75,0.324,0.749,0.0,0.375,,2,,,0.01,,,,,,,,
Ryan Bliss,2B,2B,2B,False,1.0,669208,9,35,0.06929191270673467,-0.08311730921515917,,-0.08311730921515917,103.4,65.8,,71.3,0.6,0.315,0.744,0.114,0.286,,9,,,0.043,2B,,,,,,,93.0
John Cruz,,,,,,800476,2,13,0.10299064819263114,-0.08322537290563023,,-0.08322537290563023,136.4,65.7,,71.2,0.615,0.312,0.757,0.077,0.231,,2,,,0.01,,,,,,,,
Brenton Doyle,OF,OF,OF,False,1.0,686668,119,418,0.0716874691116509,-0.019538091660468784,-0.06422538654932425,-0.08376347820979303,105.7,93.3,88.8,71.1,0.522,0.294,0.786,0.17,0.127,0.313,119,-0.064,0.313,0.373,CF,71.91321252893519,0.09876543,0.13913043,0.17283951,109.4,98.0,91.5
Maverick Handley,,,,,,668974,4,17,0.09565273268877215,-0.0839259471350093,,-0.0839259471350093,129.2,65.4,,71.1,0.412,0.276,0.765,0.118,0.176,,4,,,0.02,,,,,,,,
Raylin Heredia,,,,,,699712,1,5,0.009131545625805714,-0.0859663147531329,,-0.0859663147531329,44.5,64.5,,70.7,0.8,0.303,0.777,0.0,0.4,,1,,,0.005,,,,,,,,
Alika Williams,SS,SS,SS,False,1.0,675961,7,30,0.069424576182789,-0.08647867984963907,,-0.08647867984963907,103.5,64.3,,70.6,0.433,0.281,0.769,0.1,0.1,,7,,,0.034,2B|SS,,,,,,,91.8
Jake Fox,,,,,,695780,2,11,0.15692316017077138,-0.08634517722022564,,-0.08634517722022564,189.1,64.4,,70.6,0.364,0.284,0.772,0.091,0.091,,2,,,0.01,,,,,,,,
Elías Díaz,C,C,C,False,1.0,553869,18,68,0.08078248057179668,-0.017097426696884074,-0.0701840648010657,-0.08728149149794978,114.6,94.4,87.6,70.4,0.574,0.313,0.783,0.206,0.132,0.302,18,-0.07,0.302,0.083,C|DH,75.46147571910511,0.13636364,0.16666667,0.22727273,110.0,12.0,91.3
Emil Morales,,,,,,815896,4,18,0.07715028688417486,-0.08798405431185981,,-0.08798405431185981,111.1,63.7,,70.2,0.611,0.299,0.769,0.111,0.333,,4,,,0.02,,,,,,,,
Freddy Fermin,C,C,C,False,1.0,666023,78,300,0.08490108613264097,-0.008450308147838065,-0.08028077716048869,-0.08873108530832675,118.7,98.1,85.7,70.1,0.51,0.303,0.766,0.173,0.12,0.281,78,-0.08,0.281,0.281,C,69.53402909608644,0.05607477,0.07228916,0.26168224,101.3,65.0,91.1
Emilio Barreras,,,,,,808903,2,9,0.018547533709852085,-0.08871649883455887,,-0.08871649883455887,53.8,63.3,,70.1,0.444,0.296,0.772,0.111,0.111,,2,,,0.01,,,,,,,,
Spencer Bramwell,,,,,,695426,2,14,0.17282459742720677,-0.08914163635981333,,-0.08914163635981333,204.7,63.2,,70.0,0.571,0.29,0.77,0.071,0.214,,2,,,0.01,,,,,,,,
Sung Mun Song,2B,2B,2B,False,1.0,823550,16,73,0.08631328255377303,-0.059838563668647066,-0.029401254353566216,-0.08923981802221329,120.0,75.9,95.7,70.0,0.425,0.268,0.754,0.11,0.137,0.372,16,-0.029,0.372,0.074,2B|3B|SS,,,,,,,92.3
Garrett Stubbs,C,C,C,False,1.0,596117,24,85,0.05373968247482043,0.0033811370031062034,-0.09255283600546291,-0.0891716990023567,88.2,103.3,83.2,70.0,0.494,0.303,0.795,0.176,0.106,0.275,24,-0.093,0.275,0.107,C|LF,68.43347778320313,0.1,0.11111111,0.45,103.5,13.0,91.1
Dauri Fernandez,,,,,,821171,2,8,0.062315517910937285,-0.0896658351247067,,-0.0896658351247067,96.6,62.9,,69.9,0.375,0.302,0.789,0.125,0.0,,2,,,0.01,,,,,,,,
Davis Schneider,OF,OF,OF,False,1.0,676914,75,331,0.0554714043876426,-0.042721395291823824,-0.047525043717296524,-0.09024643900912035,89.9,83.3,92.1,69.8,0.363,0.222,0.782,0.109,0.085,0.329,75,-0.048,0.329,0.273,2B|LF,71.15120849609374,0.1,0.14285714,0.25,111.1,65.0,90.8
Andrew Pintar,,,,,,801464,4,21,0.007759630290576354,-0.08993626097340876,,-0.08993626097340876,43.2,62.8,,69.8,0.381,0.294,0.781,0.048,0.143,,4,,,0.02,,,,,,,,
Johnathan Rodríguez,OF,OF,OF,False,1.0,671286,11,55,0.08442136146803789,-0.07573368630816699,-0.014723450741991023,-0.09045713705015801,118.2,69.0,98.6,69.7,0.473,0.283,0.79,0.073,0.091,0.383,11,-0.015,0.383,0.052,RF,74.84548950195312,0.08333333,0.1,0.08333333,100.5,11.0,90.8
Nate Eaton,OF,OF,OF,False,1.0,681987,7,33,0.03947889386590303,-0.09196007742249786,,-0.09196007742249786,74.2,61.9,,69.4,0.606,0.342,0.742,0.061,0.212,,7,,,0.034,CF|LF|RF,,,,,,,90.6
Brock Jones,,,,,,677342,1,7,0.031153584490015356,-0.09184276649517409,,-0.09184276649517409,66.1,62.0,,69.4,0.429,0.307,0.77,0.0,0.143,,1,,,0.005,,,,,,,,
Alfredo Duno,,,,,,806957,1,6,0.014893786046545843,-0.09233618514831075,,-0.09233618514831075,50.2,61.8,,69.3,0.333,0.297,0.782,0.0,0.0,,1,,,0.005,,,,,,,,
Alejandro Osuna,OF,OF,OF,False,1.0,696030,41,159,0.06980129075288571,-0.006385107205573889,-0.08681317083746146,-0.09319827804303535,103.9,99.0,84.4,69.2,0.484,0.3,0.807,0.151,0.082,0.282,41,-0.087,0.282,0.17,CF|LF|RF,71.29090073529412,0.08823529,0.10344828,0.11764706,106.0,22.0,90.5
Tyler O'Neill,OF,OF,OF,False,1.0,641933,71,277,0.08092025070885717,0.013644266390498334,-0.10641541987558271,-0.09277115348508438,114.8,107.7,80.5,69.2,0.448,0.285,0.76,0.17,0.126,0.294,71,-0.106,0.294,0.262,DH|RF,71.38280615868507,0.11688312,0.16666667,0.24675325,109.0,54.0,90.5
Connor Norby,1B,1B|DH,"1B, DH",True,2.0,681393,138,556,0.07785483828514887,-0.04822674572763893,-0.044651645071260564,-0.0928783907988995,111.8,80.9,92.7,69.2,0.464,0.259,0.752,0.131,0.14,0.345,138,-0.045,0.345,0.408,1B|3B|DH,70.01447177292714,0.05527638,0.07801418,0.22110553,104.9,118.0,85.9
Tj Friedl,OF,OF,OF,False,1.0,670770,162,612,0.049751460145479216,0.018029856675035514,-0.11131534685149888,-0.09328549017646337,84.3,109.6,79.5,69.1,0.435,0.26,0.777,0.18,0.105,0.274,162,-0.111,0.274,0.448,CF|LF,70.86771763392858,0.08571429,0.10948905,0.29714286,106.4,134.0,90.5
Caleb Durbin,3B,3B,3B,False,1.0,702332,150,556,0.05654552812123697,0.027128107165254704,-0.12082887347325608,-0.09370076630800137,90.9,113.6,77.7,69.1,0.437,0.287,0.805,0.207,0.068,0.253,150,-0.121,0.253,0.429,3B,68.14138257575758,0.07272727,0.08391608,0.32121212,106.0,122.0,94.6
Rob Refsnyder,DH,DH,DH,False,1.0,608701,59,226,0.06588506190286737,-0.009784606388214313,-0.08383639832571832,-0.09362100471393263,100.1,97.6,84.9,69.1,0.42,0.242,0.773,0.155,0.088,0.316,59,-0.084,0.316,0.228,DH|LF|RF,72.64234878077652,0.15151515,0.18867925,0.22727273,109.6,46.0,87.8
George Valera,OF,OF,OF,False,1.0,671655,37,113,0.054706432620214705,0.0399721056185267,-0.1355679423504369,-0.09559583673191019,89.1,119.1,74.8,68.7,0.575,0.319,0.821,0.257,0.071,0.236,37,-0.136,0.236,0.156,LF|RF,72.56451009114583,0.1,0.13043478,0.28333333,108.3,38.0,90.3
Jorbit Vivas,3B,2B|3B,"2B, 3B",True,2.0,678391,93,332,0.09053957759587401,0.0148232493851125,-0.1100423153759202,-0.0952190659908077,124.2,108.2,79.8,68.7,0.524,0.281,0.84,0.211,0.072,0.264,93,-0.11,0.264,0.317,2B|3B|DH,69.47166477814885,0.0610687,0.06837607,0.20610687,108.5,82.0,94.4
Abraham Toro,,,,,,647351,5,20,0.05774073318450745,-0.09564707297265715,,-0.09564707297265715,92.1,60.3,,68.6,0.25,0.277,0.79,0.05,0.05,,5,,,0.024,,,,,,,,
Leandro Romero,,,,,,815933,2,7,0.13038399397291453,-0.0975805100993296,,-0.0975805100993296,163.1,59.5,,68.2,0.857,0.299,0.787,0.143,0.143,,2,,,0.01,,,,,,,,
Rhys Hoskins,1B,1B|DH,"1B, DH",True,2.0,656555,121,515,0.06469116751172979,-0.023246918891951723,-0.0750963731528456,-0.09834329204479733,98.9,91.7,86.7,68.1,0.396,0.235,0.759,0.13,0.107,0.3,121,-0.075,0.3,0.377,1B|DH,72.59799479166666,0.1,0.14018692,0.20666667,112.3,94.0,85.3
Lane Thomas,OF,OF,OF,False,1.0,657041,98,416,0.0697127817480875,-0.014486565675190109,-0.08403765696964757,-0.09852422264483768,103.8,95.5,84.9,68.0,0.418,0.266,0.789,0.147,0.082,0.287,98,-0.084,0.287,0.329,CF|LF|RF,71.40911291399573,0.07692308,0.09375,0.1965812,107.6,75.0,89.9
Zack Short,SS,SS,SS,False,1.0,670097,9,41,0.0442489629471831,-0.03818431868178805,-0.060971319723629715,-0.09915563840541777,78.9,85.3,89.5,67.9,0.39,0.279,0.785,0.098,0.098,0.318,9,-0.061,0.318,0.043,2B|SS,,,,,,,90.3
Bobby Blandford,,,,,,701520,1,3,0.010496086213395537,-0.10071164261788204,,-0.10071164261788204,45.9,58.1,,67.6,0.667,0.3,0.783,0.0,0.0,,1,,,0.005,,,,,,,,
James Mccann,C,C,C,False,1.0,543510,61,238,0.05284281790893987,-0.008145322979436207,-0.09315386166582634,-0.10129918464526255,87.3,98.3,83.1,67.5,0.525,0.355,0.726,0.176,0.151,0.277,61,-0.093,0.277,0.234,C,72.58206309442934,0.07608696,0.11666667,0.23913043,108.3,52.0,89.6
Adrian Rodriguez,,,,,,703641,3,10,0.07716179401939197,-0.10129302160564008,,-0.10129302160564008,111.1,57.9,,67.5,0.4,0.302,0.771,0.1,0.2,,3,,,0.015,,,,,,,,
José Fermín,OF,3B|OF,"3B, OF",True,2.0,665877,50,216,0.06083303458164905,0.01955200793901706,-0.12094135264098475,-0.1013893447019677,95.1,110.3,77.6,67.4,0.398,0.294,0.814,0.167,0.056,0.249,50,-0.121,0.249,0.2,1B|2B|3B|CF|DH|LF|SS,67.78068801591981,0.11320755,0.13333333,0.33962264,105.1,38.0,89.6
Yerlin Confidan,,,,,,691398,1,4,-0.09391127110785116,-0.10193961460604034,,-0.10193961460604034,-56.2,57.6,,67.3,0.5,0.3,0.776,0.0,0.5,,1,,,0.005,,,,,,,,
Jim Jarvis,SS,SS,SS,False,1.0,805347,5,26,0.03888289022568124,-0.027108047017013807,-0.0751751420930551,-0.10228318911006891,73.6,90.1,86.7,67.3,0.423,0.288,0.788,0.115,0.077,0.295,5,-0.075,0.295,0.024,SS,,,,,,,90.0
Jerar Encarnacion,OF,OF,OF,False,1.0,666464,39,177,0.04906342458474142,0.005333470047642848,-0.10771893978061227,-0.10238546973296941,83.6,104.1,80.2,67.2,0.531,0.356,0.811,0.164,0.09,0.256,39,-0.108,0.256,0.163,1B|DH|LF|RF,74.66251302083333,0.09333333,0.1147541,0.17333333,112.3,35.0,89.5
Kendrick Herrera,,,,,,821696,1,6,0.05821407713345109,-0.10332453692866797,,-0.10332453692866797,92.6,57.0,,67.0,0.167,0.294,0.784,0.0,0.0,,1,,,0.005,,,,,,,,
Kien Vu,,,,,,809844,2,14,0.07158515104819183,-0.10359021301999423,,-0.10359021301999423,105.6,56.9,,67.0,0.5,0.29,0.788,0.071,0.0,,2,,,0.01,,,,,,,,
Aaron McKeithan,,,,,,702463,2,8,-0.05253780187155357,-0.1034518471159348,,-0.1034518471159348,-15.8,57.0,,67.0,0.375,0.305,0.77,0.0,0.25,,2,,,0.01,,,,,,,,
Fenwick Trimble,,,,,,814458,3,10,0.10926808657270382,-0.10497154816457174,,-0.10497154816457174,142.5,56.3,,66.7,0.4,0.288,0.786,0.1,0.0,,3,,,0.015,,,,,,,,
Brock Rodden,,,,,,801126,2,12,0.1010948766675898,-0.10538654720795758,,-0.10538654720795758,134.5,56.1,,66.6,0.583,0.303,0.777,0.083,0.167,,2,,,0.01,,,,,,,,
Jud Fabian,,,,,,682983,5,19,0.07422403596643812,-0.10610940315470065,,-0.10610940315470065,108.2,55.8,,66.5,0.579,0.296,0.786,0.105,0.158,,5,,,0.024,,,,,,,,
Dairon Blanco,,,,,,680118,3,13,0.10463050296717863,-0.10687519089804065,,-0.10687519089804065,138.0,55.5,,66.3,0.462,0.291,0.782,0.077,0.154,,3,,,0.015,,,,,,,,
Andrew Mccutchen,DH,DH,DH,False,1.0,457705,65,286,0.08784093720085902,-0.07239738927468099,-0.03475788289271736,-0.10715527216739835,121.5,70.4,94.6,66.2,0.479,0.286,0.693,0.133,0.168,0.34,65,-0.035,0.34,0.245,DH|LF|RF,70.34599802753714,0.04950495,0.07692308,0.14851485,105.7,48.0,86.1
Gabriel Rodriguez,,,,,,829712,2,7,0.05470806779811792,-0.1071829360371974,,-0.1071829360371974,89.1,55.3,,66.2,0.429,0.293,0.785,0.143,0.0,,2,,,0.01,,,,,,,,
Adam Hackenberg,,,,,,680753,1,5,0.28141963550317256,-0.10938451729420104,,-0.10938451729420104,310.9,54.4,,65.8,1.0,0.3,0.788,0.2,0.0,,1,,,0.005,,,,,,,,
Petey Halpin,OF,OF,OF,False,1.0,690984,18,81,0.09588547147493695,-0.018429062108462613,-0.09140821766213461,-0.10983727977059722,129.4,93.8,83.5,65.7,0.531,0.292,0.775,0.16,0.148,0.285,18,-0.091,0.285,0.083,CF|RF,,,,,,,88.7
Nelly Taylor,,,,,,807511,1,3,0.01713649854695885,-0.10969866884832152,,-0.10969866884832152,52.4,54.2,,65.7,0.667,0.301,0.781,0.0,0.333,,1,,,0.005,,,,,,,,
