rank,batter,player_name,team,primary_position,pa_to,pa_last21,prior_fp_per_pa,recency_form_gap,xfp_rh3_per_pa,xfp_rh3_per_game,xfp_rh3_sigma,xfp_rh3_sigma_raw,xfp_rh3_sigma_global,xfp_rh3_sigma_hetero,batter_sigma_factor,sigma_calibration_method,xfp_rh3_p25,xfp_rh3_p75,expected_pa_remaining,expected_total_fp_remaining,replacement_xfp_per_pa,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior
229,573262,Mike Yastrzemski,ATL,OF,291,29.0,0.4953226160248076,0.0036,0.4649935318480974,1.63,0.1077667550445335,0.1075864795068277,0.1075864795068277,0.1077667550445335,1.0016756337648762,hetero_v1,0.3923048555705595,0.5376822081256353,63.0,29.3,0.5071578343016413,-0.0422,hold,3.9,31.0,100.0,0.255,0.2007,55.0,0.5,False
230,660821,Jesús Sánchez,TOR,OF,246,12.0,0.4704499574202487,-0.0081,0.4649893080916039,1.63,0.1095914476530007,0.1075864795068277,0.1075864795068277,0.1095914476530007,1.018635874650455,hetero_v1,0.3910698766496549,0.5389087395335529,54.0,25.1,0.5071578343016413,-0.0422,hold,65.7,352.0,71.0,0.2255,0.0527,53.0,-2.0,False
231,621020,Dansby Swanson,CHC,SS,428,70.0,0.4870926684633361,0.0079,0.4644948522936236,1.63,0.1118598760686082,0.1075864795068277,0.1075864795068277,0.1118598760686082,1.0397205725233285,hetero_v1,0.3890453658853473,0.5399443387018998,93.0,43.2,0.5522482949622523,-0.0878,drop,75.6,936.0,68.4,0.2294,0.0405,56.0,0.5,False
232,663837,Matt Vierling,DET,OF,292,29.0,0.4608265229459376,0.0089,0.4643511454388604,1.63,0.0960313652640754,0.1075864795068277,0.1075864795068277,0.0960313652640754,0.8925969666846568,hetero_v1,0.3995779895682416,0.5291243013094793,64.0,29.7,0.5071578343016413,-0.0428,hold,49.3,208.0,89.5,0.2185,0.0927,52.0,1.0,False
233,650859,Luis Rengifo,SD,3B,280,69.0,0.4839046419408255,0.012,0.4639996638769927,1.62,0.098432195412548,0.1075864795068277,0.1075864795068277,0.098432195412548,0.9149123185716036,hetero_v1,0.3976071480712291,0.5303921796827564,61.0,28.3,0.5235834022778508,-0.0596,hold,41.1,260.0,85.4,0.215,0.0943,48.0,-3.5,False
234,622761,Jorge Mateo,ATL,SS,137,3.0,0.4520468059344493,0.0003,0.4639893366455317,1.62,0.1127346741353853,0.1075864795068277,0.1075864795068277,0.1127346741353853,1.047851687797172,hetero_v1,0.3879497989412144,0.5400288743498491,30.0,13.9,0.5522482949622523,-0.0883,drop,,,,,,,0.0,False
235,664770,Nathan Lukes,TOR,OF,282,63.0,0.5919975913450306,-0.0132,0.4630612145643959,1.62,0.0923740066602744,0.1075864795068277,0.1075864795068277,0.0923740066602744,0.8586023734925922,hetero_v1,0.4007549470720408,0.525367482056751,61.0,28.2,0.5071578343016413,-0.0441,hold,19.3,29.0,100.0,0.2971,0.1353,56.0,0.0,True
236,669065,Kyle Stowers,MIA,1B,382,77.0,0.5113628097677188,-0.0094,0.4628757547811419,1.62,0.1230680560624964,0.1075864795068277,0.1075864795068277,0.1230680560624964,1.143898904645227,hetero_v1,0.3798663509669881,0.5458851585952957,83.0,38.4,0.5728714641460441,-0.11,drop,41.4,87.0,92.7,0.1588,0.225,68.0,27.0,False
237,694410,LuJames Groover,AZ,1B,54,0.0,0.4266796628729372,0.0027,0.4622503784725636,1.62,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3896832980452083,0.5348174588999189,12.0,5.5,0.5728714641460441,-0.1106,drop,,,,,,,0.0,False
238,687551,Drew Gilbert,SF,OF,265,49.0,0.4603751233035526,0.0123,0.4614795219980436,1.62,0.0988420557572118,0.1075864795068277,0.1075864795068277,0.0988420557572118,0.9187219082760214,hetero_v1,0.3948105553898042,0.5281484886062829,58.0,26.8,0.5071578343016413,-0.0457,hold,16.666666666666664,3.0,,,,45.0,0.0,True
239,677942,Blaze Alexander,BAL,3B,246,0.0,0.3794190936024953,-0.0233,0.4610524253401988,1.61,0.1024720358246695,0.1075864795068277,0.1075864795068277,0.1024720358246695,0.9524620221276636,hetero_v1,0.3919350371764592,0.5301698135039385,54.0,24.9,0.5235834022778508,-0.0625,hold,0.0,0.0,,,,46.0,10.0,False
240,800325,Luis Lara,MIL,OF,67,49.0,0.5014067123883225,-0.0058,0.4610367740913975,1.61,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3884696936640421,0.5336038545187528,15.0,6.9,0.5071578343016413,-0.0461,hold,,,,,,,0.0,False
241,683083,Nasim Nuñez,WSH,2B,377,71.0,0.5285094178202263,0.0093,0.4606548483089334,1.61,0.0924554491491622,0.1075864795068277,0.1075864795068277,0.0924554491491622,0.8593593690673257,hetero_v1,0.3982936478578234,0.5230160487600433,82.0,37.8,0.5178999715490752,-0.0572,hold,8.6,3.0,100.0,0.2012,0.0891,,0.0,False
242,502671,Paul Goldschmidt,NYY,1B,323,61.0,0.478602982598262,-0.0105,0.4587563798985011,1.61,0.1126714862904937,0.1075864795068277,0.1075864795068277,0.1126714862904937,1.047264366368111,hetero_v1,0.3827594623955631,0.5347532974014392,70.0,32.1,0.5728714641460441,-0.1141,drop,,,,,,55.0,-2.5,True
243,683953,Travis Bazzana,CLE,2B,360,78.0,0.5014067123883225,0.0117,0.4584786991353958,1.6,0.1045156360565151,0.1075864795068277,0.1075864795068277,0.1045156360565151,0.9714569761517504,hetero_v1,0.3879829026152764,0.5289744956555154,78.0,35.8,0.5178999715490752,-0.0594,hold,,,,,,,0.0,False
244,671732,Lawrence Butler,ATH,OF,338,62.0,0.4781627350887524,0.0061,0.4582312426397525,1.6,0.1105065155530825,0.1075864795068277,0.1075864795068277,0.1105065155530825,1.0271412919136318,hetero_v1,0.3836945978991984,0.5327678873803067,74.0,33.9,0.5071578343016413,-0.0489,hold,29.1,81.0,100.0,0.2687,0.1936,47.0,1.5,False
245,679845,Nick Loftin,KC,3B,272,65.0,0.4488566777503276,-0.0086,0.4582207916971705,1.6,0.0941693914333658,0.1075864795068277,0.1075864795068277,0.0941693914333658,0.8752902024960266,hetero_v1,0.3947035371753652,0.5217380462189758,59.0,27.0,0.5235834022778508,-0.0654,drop,,,,,,52.0,8.0,False
246,643396,Isiah Kiner-Falefa,BOS,2B,133,0.0,0.4392190185410615,0.0002,0.4579383714694937,1.6,0.0922790491452121,0.1075864795068277,0.1075864795068277,0.0922790491452121,0.857719757800569,hetero_v1,0.3956961528210481,0.5201805901179393,29.0,13.3,0.5178999715490752,-0.06,hold,,,,,,40.0,-3.5,False
247,670770,TJ Friedl,CIN,OF,236,22.0,0.5569301967437662,0.0133,0.4575926772505619,1.6,0.1027477277941305,0.1075864795068277,0.1075864795068277,0.1027477277941305,0.9550245371455796,hetero_v1,0.3882893348534209,0.526896019647703,51.0,23.3,0.5071578343016413,-0.0496,hold,0.2,1.0,100.0,0.4428,0.3012,47.0,-1.0,True
248,641487,J.P. Crawford,SEA,SS,364,29.0,0.4755557417780086,-0.0114,0.4573656061853548,1.6,0.1042148710378825,0.1075864795068277,0.1075864795068277,0.1042148710378825,0.9686614109467984,hetero_v1,0.387072675670303,0.5276585367004066,79.0,36.1,0.5522482949622523,-0.0949,drop,62.5,562.0,77.6,0.26,0.0599,53.0,-1.0,False
249,678218,Brandon Valenzuela,TOR,C,211,26.0,0.5014067123883225,-0.0045,0.4549398222101496,1.59,0.1105244219078802,0.1075864795068277,0.1075864795068277,0.1105244219078802,1.0273077287640593,hetero_v1,0.3803910996332844,0.5294885447870149,46.0,20.9,0.5266768880291347,-0.0717,hold,,,,,,,0.0,False
250,806198,Cooper Pratt,MIL,SS,148,59.0,0.5014067123883225,-0.019,0.4549244228415209,1.59,0.1001717864295608,0.1075864795068277,0.1075864795068277,0.1001717864295608,0.9310815530793872,hetero_v1,0.3873585528947821,0.5224902927882596,32.0,14.6,0.5522482949622523,-0.0973,drop,,,,,,,0.0,False
251,676369,Nelson Velázquez,STL,OF,83,18.0,0.5258185530945471,-0.019,0.4546814131351258,1.59,0.1142920635551937,0.1075864795068277,0.1075864795068277,0.1142920635551937,1.0623273861093343,hetero_v1,0.3775914162671475,0.531771410003104,18.0,8.2,0.5071578343016413,-0.0525,hold,,,,,,,0.0,False
252,805347,Jim Jarvis,ATL,SS,92,60.0,0.4230148243444543,-0.0011,0.4544974921623507,1.59,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3819304117349954,0.5270645725897061,20.0,9.1,0.5522482949622523,-0.0978,drop,,,,,,,0.0,False
253,701350,Roman Anthony,BOS,OF,131,0.0,0.5366071967799793,-0.0124,0.4543860179908914,1.59,0.1100522164166206,0.1075864795068277,0.1075864795068277,0.1100522164166206,1.0229186503833545,hetero_v1,0.3801557980178808,0.5286162379639021,29.0,13.2,0.5071578343016413,-0.0528,hold,0.0,0.0,,,,59.0,0.0,True
254,666152,David Hamilton,MIL,3B,268,30.0,0.5041862143638699,0.0149,0.45408872089399,1.59,0.0966781028520014,0.1075864795068277,0.1075864795068277,0.0966781028520014,0.8986082944173855,hetero_v1,0.388879340520315,0.519298101267665,58.0,26.3,0.5235834022778508,-0.0695,drop,51.4,74.0,93.2,0.1766,0.0536,40.0,-4.0,False
255,657656,Ramón Laureano,SD,OF,206,0.0,0.509541767288076,-0.0004,0.4537388359162914,1.59,0.115878375771025,0.1075864795068277,0.1075864795068277,0.115878375771025,1.0770719174212882,hetero_v1,0.375578871458735,0.5318988003738478,45.0,20.4,0.5071578343016413,-0.0534,hold,27.3,189.0,87.3,0.2118,0.1212,65.0,10.5,False
256,596146,Max Kepler,AZ,OF,98,60.0,0.5048336893121305,-0.0087,0.4536665814462519,1.59,0.1101185881293728,0.1075864795068277,0.1075864795068277,0.1101185881293728,1.023535565381005,hetero_v1,0.3793915937529899,0.5279415691395138,21.0,9.5,0.5071578343016413,-0.0535,hold,,,,,,58.0,-3.5,False
257,808975,Hyeseong Kim,LAD,SS,131,0.0,0.4145536595025376,0.0021,0.453126777731485,1.59,0.097095333826051,0.1075864795068277,0.1075864795068277,0.097095333826051,0.9024863930033984,hetero_v1,0.3876359750658136,0.5186175803971564,29.0,13.1,0.5522482949622523,-0.0991,drop,73.0,27.0,28.6,0.0685,-0.0755,32.0,0.0,True
258,641680,Jonah Heim,ATH,C,249,69.0,0.4457282023058451,0.0044,0.4529358567545414,1.59,0.1077198790129597,0.1075864795068277,0.1075864795068277,0.1077198790129597,1.0012399281651698,hetero_v1,0.3802787983603001,0.5255929151487827,54.0,24.5,0.5266768880291347,-0.0737,drop,,,,,,44.0,-6.0,False
259,663368,Blake Perkins,CLE,OF,102,0.0,0.4389321221480013,0.0117,0.4521852461045018,1.58,0.0990983844687094,0.1075864795068277,0.1075864795068277,0.0990983844687094,0.9211044447496806,hetero_v1,0.3853433857803573,0.5190271064286464,22.0,9.9,0.5071578343016413,-0.055,hold,18.1,36.0,100.0,0.1782,0.1891,39.0,1.0,False
260,701675,Nathan Church,STL,OF,317,62.0,0.3814882713860276,0.0177,0.4516597349750977,1.58,0.1029546314351554,0.1075864795068277,0.1075864795068277,0.1029546314351554,0.9569476750898024,hetero_v1,0.3822168360720854,0.5211026338781102,69.0,31.2,0.5071578343016413,-0.0555,hold,,0.0,,,,,0.0,False
261,683679,Jesus Rodriguez,SF,C,58,12.0,0.444379288950192,-0.0044,0.4515706230953071,1.58,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3790035426679518,0.5241377035226624,13.0,5.9,0.5266768880291347,-0.0751,drop,,,,,,,0.0,False
262,663728,Cal Raleigh,SEA,C,350,69.0,0.604914655744173,0.0128,0.4512480260655643,1.58,0.1229578845880455,0.1075864795068277,0.1075864795068277,0.1229578845880455,1.1428748775095137,hetero_v1,0.3683129329109276,0.534183119220201,76.0,34.3,0.5266768880291347,-0.0754,hold,18.4,108.0,95.4,0.2494,0.1893,70.0,8.0,False
263,596142,Gary Sánchez,MIL,C,193,15.0,0.5056224201132234,-0.028,0.4510764744262358,1.58,0.1130795692074194,0.1075864795068277,0.1075864795068277,0.1130795692074194,1.0510574351514417,hetero_v1,0.3748043049958314,0.5273486438566403,42.0,18.9,0.5266768880291347,-0.0756,hold,82.1,681.0,59.7,0.22,0.0401,54.0,-3.5,False
264,679529,Spencer Torkelson,DET,1B,446,75.0,0.4824849100892203,-0.005,0.4503454207148418,1.58,0.1200240894503545,0.1075864795068277,0.1075864795068277,0.1200240894503545,1.115605696929023,hetero_v1,0.3693891723805776,0.5313016690491059,97.0,43.7,0.5728714641460441,-0.1225,drop,64.4,311.0,72.0,0.2079,0.038,58.0,-1.0,False
265,677587,Brayan Rocchio,CLE,SS,437,77.0,0.3990077914906443,-0.0216,0.449506873514842,1.57,0.0985515541684765,0.1075864795068277,0.1075864795068277,0.0985515541684765,0.9160217400944158,hetero_v1,0.3830338502282046,0.5159798968014794,95.0,42.7,0.5522482949622523,-0.1027,drop,100.0,232.0,71.1,0.195,0.0409,45.0,3.0,False
266,663494,Bryan Torres,STL,OF,104,31.0,0.4403236316733953,-0.0001,0.4492938116289393,1.57,0.0990324651186211,0.1075864795068277,0.1075864795068277,0.0990324651186211,0.9204917343943414,hetero_v1,0.3824964139064294,0.5160912093514493,23.0,10.3,0.5071578343016413,-0.0579,hold,,,,,,,0.0,False
267,667670,Brent Rooker,ATH,DH,203,0.0,0.5751042729183582,0.0003,0.4489453381303588,1.57,0.124284604824727,0.1075864795068277,0.1075864795068277,0.124284604824727,1.1552065407702057,hetero_v1,0.3651153721760804,0.5327753040846372,44.0,19.8,0.4780723282736954,-0.0291,hold,8.1,41.0,100.0,0.2886,0.29,61.0,2.0,False
268,694212,Samuel Basallo,BAL,C,311,10.0,0.3801029651616006,-0.02,0.448656451913122,1.57,0.1208183549851783,0.1075864795068277,0.1075864795068277,0.1208183549851783,1.1229882745397468,hetero_v1,0.3671644714756192,0.5301484323506247,68.0,30.5,0.5266768880291347,-0.078,hold,100.0,6.0,50.0,0.1681,0.0027,45.0,0.0,True
269,666310,Bo Naylor,MIL,C,90,0.0,0.4144646217092256,0.0048,0.4482286341631419,1.57,0.1117969306102176,0.1075864795068277,0.1075864795068277,0.1117969306102176,1.03913550404001,hetero_v1,0.3728216044665501,0.5236356638597338,20.0,9.0,0.5266768880291347,-0.0784,drop,14.1,40.0,100.0,0.1762,0.2064,48.0,-2.5,False
270,682818,Yohendrick Piñango,TOR,OF,180,20.0,0.5014067123883225,-0.0028,0.4480912586036753,1.57,0.1085642916492625,0.1075864795068277,0.1075864795068277,0.1085642916492625,1.009088615473962,hetero_v1,0.3748646438862477,0.5213178733211029,39.0,17.5,0.5071578343016413,-0.0591,hold,,,,,,,0.0,False
271,686611,Dylan Crews,WSH,OF,262,73.0,0.4505898131843145,0.0046,0.4479893511549765,1.57,0.1133584556193441,0.1075864795068277,0.1075864795068277,0.1133584556193441,1.053649642027278,hetero_v1,0.3715290728397289,0.5244496294702241,57.0,25.5,0.5071578343016413,-0.0592,hold,,,,,,49.0,-4.0,False
272,602104,Ramón Urías,STL,3B,68,0.0,0.4431637395601196,0.0006,0.4477401475720221,1.57,0.1074024007146765,0.1075864795068277,0.1075864795068277,0.1074024007146765,0.9982890155622244,hetero_v1,0.3752972282899728,0.5201830668540715,15.0,6.7,0.5235834022778508,-0.0758,drop,53.6,269.0,73.9,0.215,0.0568,47.0,4.0,False
273,671218,Heliot Ramos,NYY,OF,314,79.0,0.4648694689518584,-0.0314,0.4474166962912486,1.57,0.1132359993019744,0.1075864795068277,0.1075864795068277,0.1132359993019744,1.052511429140947,hetero_v1,0.3710390147620668,0.5237943778204304,68.0,30.4,0.5071578343016413,-0.0597,hold,26.5,74.0,94.6,0.2078,0.082,54.0,-4.0,False
274,665877,José Fermín,STL,OF,236,63.0,0.4321080481197946,0.0142,0.4471511630632269,1.57,0.0910686339848605,0.1075864795068277,0.1075864795068277,0.0910686339848605,0.8464691325742385,hetero_v1,0.3857253694404384,0.5085769566860153,51.0,22.8,0.5071578343016413,-0.06,hold,,,,,,,0.0,False
275,687093,Vaughn Grissom,LAA,2B,280,69.0,0.3206264983009648,-0.008,0.4469666159527653,1.56,0.1033775300760218,0.1075864795068277,0.1075864795068277,0.1033775300760218,0.9608784537787688,hetero_v1,0.3772384719164886,0.516694759989042,61.0,27.3,0.5178999715490752,-0.0709,drop,98.7,78.0,50.0,0.1605,0.001,,0.0,False
276,680574,Matt McLain,CIN,2B,330,21.0,0.4319947271300126,-0.0066,0.4458876094413365,1.56,0.108865782584834,0.1075864795068277,0.1075864795068277,0.108865782584834,1.0118909279666974,hetero_v1,0.372457639087866,0.5193175797948071,72.0,32.1,0.5178999715490752,-0.072,hold,36.5,73.0,82.2,0.16,0.0703,43.0,-5.5,False
277,606192,Teoscar Hernández,LAD,OF,314,63.0,0.509446328903999,-0.0068,0.4447034287155022,1.56,0.1093249099534653,0.1075864795068277,0.1075864795068277,0.1093249099534653,1.0161584471822718,hetero_v1,0.3709637769518898,0.5184430804791146,68.0,30.2,0.5071578343016413,-0.0625,hold,36.6,387.0,93.0,0.2206,0.1168,56.0,1.5,False
278,642086,Dominic Smith,ATL,DH,265,32.0,0.4653865327018475,-0.0036,0.4440189806515967,1.55,0.1005811338401246,0.1075864795068277,0.1075864795068277,0.1005811338401246,0.9348863751391876,hetero_v1,0.3761770058764326,0.5118609554267608,58.0,25.8,0.4780723282736954,-0.0341,hold,93.5,660.0,62.4,0.2537,0.0392,49.0,-2.0,False
279,823550,Sung-Mun Song,SD,2B,125,27.0,0.5014067123883225,0.0014,0.4438652593872457,1.55,0.1016787079174976,0.1075864795068277,0.1075864795068277,0.1016787079174976,0.9450881596236714,hetero_v1,0.3752829708968935,0.5124475478775979,27.0,12.0,0.5178999715490752,-0.074,drop,,,,,,,0.0,False
280,663697,Jonathan India,KC,2B,58,0.0,0.4922354156184036,0.0034,0.4424964683035365,1.55,0.1027862995466424,0.1075864795068277,0.1075864795068277,0.1027862995466424,0.9553830557316396,hetero_v1,0.3731671092593261,0.5118258273477468,13.0,5.8,0.5178999715490752,-0.0754,drop,29.5,190.0,98.3,0.2941,0.1399,49.0,-3.5,False
281,685133,Wade Meckler,LAA,OF,170,29.0,0.3093911797899604,-0.0085,0.442203806928224,1.55,0.0995258635911995,0.1075864795068277,0.1075864795068277,0.0995258635911995,0.9250777983202186,hetero_v1,0.3750736119359599,0.5093340019204882,37.0,16.4,0.5071578343016413,-0.065,hold,,,,,,,0.0,False
282,691740,Daniel Susac,SF,C,153,38.0,0.5014067123883225,0.0115,0.4411746636159939,1.54,0.1040052778250641,0.1075864795068277,0.1075864795068277,0.1040052778250641,0.9667132738409172,hetero_v1,0.3710231037229881,0.5113262235089997,33.0,14.6,0.5266768880291347,-0.0855,drop,,,,,,,0.0,False
283,666176,Jo Adell,CLE,OF,468,68.0,0.5068805820925153,0.0041,0.4403779263426216,1.54,0.1110247684426833,0.1075864795068277,0.1075864795068277,0.1110247684426833,1.0319583738738975,hetero_v1,0.3654917200280316,0.5152641326572115,102.0,44.9,0.5071578343016413,-0.0668,hold,56.0,232.0,80.6,0.165,0.1166,67.0,10.43,False
284,691720,Kyle Karros,COL,3B,380,56.0,0.3217156555894535,-0.0117,0.4399915104443903,1.54,0.110268597980576,0.1075864795068277,0.1075864795068277,0.110268597980576,1.024929884182874,hetero_v1,0.3656153411064917,0.5143676797822888,83.0,36.5,0.5235834022778508,-0.0836,drop,100.0,10.0,100.0,0.1622,0.1133,34.0,0.0,True
285,701162,Ben Malgeri,DET,OF,50,22.0,0.5014067123883225,0.0019,0.4392620121949237,1.54,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3666949317675684,0.511829092622279,11.0,4.8,0.5071578343016413,-0.0679,hold,,,,,,,0.0,False
286,641584,Jake Fraley,TB,OF,90,0.0,0.5356951345320021,0.008,0.4385854425792344,1.54,0.1086052592020218,0.1075864795068277,0.1075864795068277,0.1086052592020218,1.0094694026597408,hetero_v1,0.3653311952474706,0.5118396899109982,20.0,8.8,0.5071578343016413,-0.0686,hold,35.1,152.0,91.5,0.2637,0.1234,50.0,-2.5,False
287,592663,J.T. Realmuto,PHI,C,316,59.0,0.4531450919495124,0.0121,0.4385289765452482,1.53,0.1030187414167333,0.1075864795068277,0.1075864795068277,0.1030187414167333,0.9575435676394216,hetero_v1,0.3690428354596616,0.508015117630835,69.0,30.3,0.5266768880291347,-0.0881,drop,33.1,443.0,94.0,0.2637,0.1039,50.0,-3.0,False
288,694377,Nick Yorke,PIT,3B,86,0.0,0.3996646543509499,0.0011,0.4380016542286559,1.53,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3654345738013005,0.5105687346560112,19.0,8.3,0.5235834022778508,-0.0856,drop,100.0,12.0,100.0,0.2035,0.093,,0.0,False
289,657136,Connor Wong,BOS,C,173,39.0,0.3755300516909072,-0.0149,0.4376951250542374,1.53,0.1055795715325207,0.1075864795068277,0.1075864795068277,0.1055795715325207,0.9813460949414228,hetero_v1,0.3664817040555521,0.5089085460529227,38.0,16.6,0.5266768880291347,-0.089,drop,,,,,,36.0,-1.0,True
290,680728,Adrian Del Castillo,AZ,DH,192,28.0,0.4020473122753007,0.0116,0.4376254337695788,1.53,0.1083474541960585,0.1075864795068277,0.1075864795068277,0.1083474541960585,1.007073144253061,hetero_v1,0.3645450759143373,0.5107057916248202,42.0,18.4,0.4780723282736954,-0.0404,hold,66.7,34.0,68.2,0.1032,0.0416,38.0,0.0,True
291,664728,Kyle Isbel,KC,OF,190,7.0,0.4433206588586515,0.0099,0.4375292145667846,1.53,0.0978827812023417,0.1075864795068277,0.1075864795068277,0.0978827812023417,0.9098055968652627,hetero_v1,0.3715072786458051,0.5035511504877641,41.0,17.9,0.5071578343016413,-0.0696,drop,72.1,312.0,70.0,0.2074,0.0354,40.0,-3.5,False
292,691026,Masyn Winn,STL,SS,435,78.0,0.4744881761801444,0.0073,0.4360914099657519,1.53,0.0993362465612403,0.1075864795068277,0.1075864795068277,0.0993362465612403,0.923315336802486,hetero_v1,0.3690891116601952,0.5030937082713085,95.0,41.4,0.5522482949622523,-0.1162,drop,49.8,141.0,87.9,0.2772,0.072,47.0,5.0,False
293,663647,Ke'Bryan Hayes,CIN,3B,169,34.0,0.4008823796647882,-0.0011,0.4360174365268441,1.53,0.1016076041385204,0.1075864795068277,0.1075864795068277,0.1016076041385204,0.944427260788584,hetero_v1,0.3674831075354121,0.5045517655182762,37.0,16.1,0.5235834022778508,-0.0876,drop,11.9,71.0,100.0,0.165,0.1039,43.0,-6.5,False
294,695720,Tommy White,ATH,3B,70,70.0,0.5014067123883225,-0.0058,0.4354625495335044,1.52,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.362895469106149,0.5080296299608597,15.0,6.5,0.5235834022778508,-0.0881,drop,,,,,,,0.0,False
295,672960,Kazuma Okamoto,TOR,3B,457,75.0,0.5014067123883225,-0.031,0.4352904737255832,1.52,0.122514311747034,0.1075864795068277,0.1075864795068277,0.122514311747034,1.1387519352676552,hetero_v1,0.3526545704522087,0.5179263769989576,100.0,43.5,0.5235834022778508,-0.0883,drop,,0.0,,,,,0.0,False
296,680700,Richie Palacios,TB,2B,269,41.0,0.5192375659246152,-0.006,0.4352706705212398,1.52,0.1019243340098804,0.1075864795068277,0.1075864795068277,0.1019243340098804,0.9473712168768572,hetero_v1,0.3665227072315754,0.5040186338109042,59.0,25.7,0.5178999715490752,-0.0826,drop,41.4,70.0,100.0,0.3085,0.164,,0.0,False
297,668885,Austin Martin,MIN,OF,313,41.0,0.4825510278845122,-0.0086,0.4352375457536699,1.52,0.0970946978630376,0.1075864795068277,0.1075864795068277,0.0970946978630376,0.9024804818237008,hetero_v1,0.369747172045051,0.5007279194622888,68.0,29.6,0.5071578343016413,-0.0719,drop,100.0,99.0,79.6,0.28,0.0419,53.0,6.0,False
298,701358,Cam Smith,HOU,OF,420,59.0,0.3832827448514633,-0.0268,0.4349683243480803,1.52,0.1122350380802947,0.1075864795068277,0.1075864795068277,0.1122350380802947,1.043207646488442,hetero_v1,0.3592657911629215,0.5106708575332392,92.0,40.0,0.5071578343016413,-0.0722,hold,56.0,56.0,100.0,0.1681,0.0767,44.0,0.0,True
299,664954,Brett Sullivan,COL,C,154,21.0,0.3541894630751941,-0.0051,0.4348655120892809,1.52,0.0965060995596158,0.1075864795068277,0.1075864795068277,0.0965060995596158,0.8970095499173879,hetero_v1,0.3697721479363201,0.4999588762422418,34.0,14.8,0.5266768880291347,-0.0918,drop,100.0,24.0,100.0,0.1725,0.1091,,0.0,False
300,673357,Luis Robert Jr.,NYM,OF,143,45.0,0.4749754137391176,-0.0147,0.433890004620596,1.52,0.1106103985797355,0.1075864795068277,0.1075864795068277,0.1106103985797355,1.028106868881381,hetero_v1,0.3592832907785644,0.5084967184626277,31.0,13.5,0.5071578343016413,-0.0733,hold,56.2,306.0,77.8,0.2173,0.0837,51.0,-5.5,False
301,686894,Joey Wiemer,WSH,OF,85,0.0,0.4005062277298474,-0.001,0.4336986192533555,1.52,0.1128929948972688,0.1075864795068277,0.1075864795068277,0.1128929948972688,1.0493232552525744,hetero_v1,0.3575522941951476,0.5098449443115634,19.0,8.2,0.5071578343016413,-0.0735,hold,84.4,114.0,53.9,0.1337,0.0163,,0.0,False
302,695600,Carter Jensen,KC,C,425,79.0,0.6885896192250724,-0.0006,0.4333058686137904,1.52,0.1173959522572601,0.1075864795068277,0.1075864795068277,0.1173959522572601,1.0911775605577825,hetero_v1,0.3541222988162685,0.5124894384113124,93.0,40.3,0.5266768880291347,-0.0934,drop,,0.0,,,,,0.0,False
303,681508,Mickey Gasper,BOS,C,119,0.0,0.4203751233035526,0.0091,0.4330232456491913,1.52,0.0960032304211853,0.1075864795068277,0.1075864795068277,0.0960032304211853,0.892335457589657,hetero_v1,0.3682690667301018,0.4977774245682809,26.0,11.3,0.5266768880291347,-0.0937,drop,,,,,,37.0,0.0,True
304,669899,Ryan Ward,LAD,OF,60,0.0,0.4458311853341102,-0.0019,0.4325481795438959,1.51,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3599810991165406,0.5051152599712513,13.0,5.6,0.5071578343016413,-0.0746,drop,,,,,,,0.0,False
305,694388,Joey Loperfido,HOU,OF,120,0.0,0.3480098090937016,0.0023,0.4322329289158453,1.51,0.1075885730400957,0.1075864795068277,0.1075864795068277,0.1075885730400957,1.0000194590740177,hetero_v1,0.3596644364003007,0.5048014214313898,26.0,11.2,0.5071578343016413,-0.0749,drop,62.1,59.0,89.3,0.1625,0.1227,52.0,21.0,False
306,624424,Michael Conforto,CHC,DH,195,34.0,0.4431870752226878,-0.0146,0.4321916428321514,1.51,0.1180207537880283,0.1075864795068277,0.1075864795068277,0.1180207537880283,1.096984995968182,hetero_v1,0.3525866444021263,0.5117966412621765,43.0,18.6,0.4780723282736954,-0.0459,hold,,,,,,52.0,-0.5,True
307,669743,Alex Call,LAD,OF,146,12.0,0.5057838414911396,0.0127,0.4321609176593488,1.51,0.0917608105769833,0.1075864795068277,0.1075864795068277,0.0917608105769833,0.8529028089552831,hetero_v1,0.3702682509251735,0.4940535843935241,32.0,13.8,0.5071578343016413,-0.075,drop,,,,,,50.0,2.0,False
