mlbam,player_name,role,own,our_total,our_vol,our_rate,cons_mean,cons_std,n_sys,systems,cons_vol,cons_rate,diff,z,vol_ratio,rate_ratio,vol_share,decomp,flag,fg_team,team_games_remaining
670541,Yordan Alvarez,H,opp:Late Night Bet,174.697,221.804,0.788,190.115,16.891,4,ATC+FG-DC+ZiPS+Steamer,249.549,0.761,-15.418,-0.01,0.889,1.035,0.78,VOLUME,,HOU,64.8
665742,Juan Soto,H,opp:Treasure Islan,173.199,227.966,0.76,224.406,9.055,4,ATC+FG-DC+ZiPS+Steamer,279.12,0.804,-51.207,-1.988,0.817,0.945,0.78,VOLUME,,NYM,64.8
660271,Shohei Ohtani,H,opp:Frendy's Fanta,176.581,250.757,0.704,218.507,7.042,4,ATC+FG-DC+ZiPS+Steamer,286.191,0.764,-41.926,-1.475,0.876,0.922,0.62,MIXED,,LAD,64.8
691406,Junior Caminero,H,opp:Boone's Bad Bu,181.061,257.969,0.702,200.536,7.56,4,ATC+FG-DC+ZiPS+Steamer,292.605,0.685,-19.475,-0.234,0.882,1.024,0.84,VOLUME,,TBR,64.8
592450,Aaron Judge,H,MINE,92.845,135.218,0.687,125.346,41.524,4,ATC+FG-DC+ZiPS+Steamer,163.312,0.769,-32.5,-0.954,0.828,0.892,0.62,MIXED,,NYY,64.8
677951,Bobby Witt Jr.,H,opp:2015 Draft Fir,153.349,223.579,0.686,204.148,6.255,4,ATC+FG-DC+ZiPS+Steamer,283.902,0.719,-50.799,-1.965,0.788,0.954,0.84,VOLUME,,KCR,64.8
606466,Ketel Marte,H,opp:2015 Draft Fir,155.658,234.66,0.663,185.431,11.235,4,ATC+FG-DC+ZiPS+Steamer,274.695,0.675,-29.773,-0.803,0.854,0.983,0.9,VOLUME,,ARI,64.8
671277,Luis García Jr.,H,MINE,121.664,187.499,0.649,139.748,6.075,4,ATC+FG-DC+ZiPS+Steamer,222.696,0.627,-18.084,-0.157,0.842,1.034,0.84,VOLUME,,WSN,64.8
608070,José Ramírez,H,opp:Late Night Bet,87.155,134.635,0.647,162.567,14.823,4,ATC+FG-DC+ZiPS+Steamer,220.563,0.738,-75.413,-3.326,0.61,0.877,0.79,VOLUME,,CLE,64.8
701762,Nick Kurtz,H,opp:Treasure Islan,161.222,249.214,0.647,173.652,7.218,4,ATC+FG-DC+ZiPS+Steamer,281.103,0.618,-12.43,0.156,0.887,1.047,0.72,VOLUME,,ATH,64.8
621566,Matt Olson,H,opp:Team Solomon,153.544,237.401,0.647,173.069,4.107,4,ATC+FG-DC+ZiPS+Steamer,292.865,0.591,-19.525,-0.237,0.811,1.094,0.7,VOLUME,,ATL,64.8
605141,Mookie Betts,H,opp:Late Night Bet,139.236,216.413,0.643,180.579,13.869,4,ATC+FG-DC+ZiPS+Steamer,262.304,0.688,-41.343,-1.443,0.825,0.935,0.74,VOLUME,,LAD,64.8
650490,Yandy Díaz,H,opp:Late Night Bet,151.449,235.956,0.642,180.634,8.048,4,ATC+FG-DC+ZiPS+Steamer,288.974,0.625,-29.185,-0.771,0.817,1.027,0.89,VOLUME,,TBR,64.8
695578,James Wood,H,opp:Team Solomon,178.706,282.444,0.633,167.011,2.588,4,ATC+FG-DC+ZiPS+Steamer,285.401,0.585,11.695,1.489,0.99,1.081,0.12,RATE,,WSN,64.8
518692,Freddie Freeman,H,opp:Boone's Bad Bu,145.99,231.09,0.632,178.124,6.196,4,ATC+FG-DC+ZiPS+Steamer,276.059,0.645,-32.135,-0.934,0.837,0.979,0.89,VOLUME,,LAD,64.8
682998,Corbin Carroll,H,MINE,151.157,241.244,0.627,187.397,3.402,4,ATC+FG-DC+ZiPS+Steamer,283.031,0.662,-36.24,-1.161,0.852,0.946,0.74,VOLUME,,ARI,64.8
687462,Spencer Horwitz,H,FA,88.768,142.035,0.625,111.432,9.746,4,ATC+FG-DC+ZiPS+Steamer,195.706,0.569,-22.664,-0.41,0.726,1.099,0.77,VOLUME,,PIT,64.8
621439,Byron Buxton,H,opp:U Just Lost To,112.904,181.511,0.622,127.859,4.513,4,ATC+FG-DC+ZiPS+Steamer,210.829,0.607,-14.955,0.016,0.861,1.025,0.86,VOLUME,,MIN,64.8
700250,Ben Rice,H,opp:Late Night Bet,152.264,246.13,0.619,174.754,12.53,4,ATC+FG-DC+ZiPS+Steamer,270.785,0.647,-22.49,-0.401,0.909,0.957,0.68,VOLUME,,NYY,64.8
677594,Julio Rodríguez,H,opp:Frendy's Fanta,126.683,204.891,0.618,159.671,6.899,4,ATC+FG-DC+ZiPS+Steamer,262.245,0.609,-32.988,-0.981,0.781,1.015,0.94,VOLUME,,SEA,64.8
678246,Miguel Vargas,H,opp:Frendy's Fanta,150.557,244.38,0.616,163.585,5.563,4,ATC+FG-DC+ZiPS+Steamer,273.682,0.598,-13.028,0.122,0.893,1.03,0.79,VOLUME,,CHW,64.8
547180,Bryce Harper,H,opp:Team Solomon,139.199,226.528,0.614,177.203,14.196,4,ATC+FG-DC+ZiPS+Steamer,274.984,0.644,-38.004,-1.258,0.824,0.954,0.81,VOLUME,,PHI,64.8
686948,Drake Baldwin,H,opp:Frendy's Fanta,148.182,241.354,0.614,143.199,12.017,4,ATC+FG-DC+ZiPS+Steamer,244.253,0.586,4.984,1.118,0.988,1.047,0.21,RATE,,ATL,64.8
669127,Shea Langeliers,H,opp:U Just Lost To,136.425,223.197,0.611,157.04,4.122,4,ATC+FG-DC+ZiPS+Steamer,251.747,0.624,-20.615,-0.297,0.887,0.98,0.85,VOLUME,,ATH,64.8
671739,Michael Harris II,H,MINE,136.314,224.739,0.607,155.376,4.03,4,ATC+FG-DC+ZiPS+Steamer,267.804,0.58,-19.062,-0.211,0.839,1.045,0.8,VOLUME,,ATL,64.8
656941,Kyle Schwarber,H,opp:2015 Draft Fir,143.257,236.961,0.605,168.853,4.188,4,ATC+FG-DC+ZiPS+Steamer,287.299,0.588,-25.596,-0.572,0.825,1.029,0.87,VOLUME,,PHI,64.8
694192,Jackson Chourio,H,opp:Frendy's Fanta,161.777,268.894,0.602,163.388,7.818,4,ATC+FG-DC+ZiPS+Steamer,273.818,0.597,-1.612,0.754,0.982,1.007,0.71,VOLUME,,MIL,64.8
676475,Alec Burleson,H,opp:Late Night Bet,136.758,227.344,0.602,164.661,8.032,4,ATC+FG-DC+ZiPS+Steamer,265.728,0.62,-27.903,-0.7,0.856,0.971,0.84,VOLUME,,STL,64.8
607043,Brandon Nimmo,H,opp:Team Solomon,126.959,212.201,0.598,135.073,4.281,4,ATC+FG-DC+ZiPS+Steamer,263.896,0.512,-8.114,0.394,0.804,1.169,0.58,MIXED,,TEX,64.8
624413,Pete Alonso,H,MINE,141.226,236.112,0.598,171.205,3.574,4,ATC+FG-DC+ZiPS+Steamer,280.368,0.611,-29.979,-0.815,0.842,0.98,0.89,VOLUME,,BAL,64.8
641355,Cody Bellinger,H,opp:Frendy's Fanta,135.962,228.815,0.594,172.77,1.285,4,ATC+FG-DC+ZiPS+Steamer,268.854,0.643,-36.808,-1.192,0.851,0.925,0.67,VOLUME,,NYY,64.8
661388,William Contreras,H,opp:Boone's Bad Bu,140.542,236.941,0.593,153.848,5.962,4,ATC+FG-DC+ZiPS+Steamer,263.89,0.583,-13.306,0.107,0.898,1.017,0.86,VOLUME,,MIL,64.8
694208,Moisés Ballesteros,H,FA,40.608,68.772,0.59,52.545,36.306,4,ATC+FG-DC+ZiPS+Steamer,105.736,0.493,-11.937,0.183,0.65,1.198,0.7,VOLUME,,CHC,64.8
800050,Chase DeLauter,H,opp:U Just Lost To,117.376,198.826,0.59,112.861,29.141,4,ATC+FG-DC+ZiPS+Steamer,196.867,0.571,4.515,1.092,1.01,1.033,0.23,RATE,,CLE,64.8
680777,Ryan Jeffers,H,FA,61.793,104.963,0.589,88.15,4.011,4,ATC+FG-DC+ZiPS+Steamer,161.165,0.547,-26.357,-0.614,0.651,1.076,0.85,VOLUME,,MIN,64.8
666126,Carlos Cortes,H,FA,69.119,118.111,0.585,75.633,6.419,4,ATC+FG-DC+ZiPS+Steamer,148.277,0.511,-6.514,0.483,0.797,1.146,0.63,MIXED,,ATH,64.8
665489,Vladimir Guerrero Jr.,H,MINE,130.565,227.604,0.574,198.649,6.467,4,ATC+FG-DC+ZiPS+Steamer,286.772,0.693,-68.084,-2.921,0.794,0.828,0.55,MIXED,,TOR,64.8
696100,Hunter Goodman,H,MINE,126.27,220.942,0.572,132.066,2.048,4,ATC+FG-DC+ZiPS+Steamer,243.603,0.542,-5.797,0.522,0.907,1.054,0.65,MIXED,,COL,64.8
545361,Mike Trout,H,opp:Team Solomon,94.142,165.201,0.57,125.624,9.808,4,ATC+FG-DC+ZiPS+Steamer,234.618,0.535,-31.481,-0.898,0.704,1.064,0.85,VOLUME,,LAA,64.8
672695,Geraldo Perdomo,H,opp:U Just Lost To,135.795,239.449,0.567,171.039,8.759,4,ATC+FG-DC+ZiPS+Steamer,278.401,0.614,-35.243,-1.106,0.86,0.923,0.65,VOLUME,,ARI,64.8
672640,Otto Lopez,H,opp:U Just Lost To,136.324,240.9,0.566,151.208,6.381,4,ATC+FG-DC+ZiPS+Steamer,261.087,0.58,-14.884,0.02,0.923,0.976,0.77,VOLUME,,MIA,64.8
689414,Liam Hicks,H,opp:U Just Lost To,111.786,197.569,0.566,113.37,4.022,4,ATC+FG-DC+ZiPS+Steamer,200.736,0.565,-1.584,0.755,0.984,1.001,0.92,VOLUME,,MIA,64.8
660670,Ronald Acuña Jr.,H,opp:U Just Lost To,77.232,136.579,0.565,158.659,4.7,4,ATC+FG-DC+ZiPS+Steamer,230.795,0.689,-81.427,-3.658,0.592,0.821,0.73,VOLUME,,ATL,64.8
681624,Andy Pages,H,opp:Late Night Bet,140.139,248.1,0.565,149.253,2.061,4,ATC+FG-DC+ZiPS+Steamer,258.882,0.577,-9.114,0.339,0.958,0.98,0.68,VOLUME,,LAD,64.8
575929,Willson Contreras,H,opp:Late Night Bet,118.661,210.146,0.565,152.402,11.839,4,ATC+FG-DC+ZiPS+Steamer,271.431,0.562,-33.742,-1.023,0.774,1.004,0.98,VOLUME,,BOS,64.8
668939,Adley Rutschman,H,opp:Treasure Islan,102.086,180.999,0.564,141.32,9.278,4,ATC+FG-DC+ZiPS+Steamer,242.882,0.582,-39.234,-1.326,0.745,0.969,0.9,VOLUME,,BAL,64.8
663538,Nico Hoerner,H,opp:Frendy's Fanta,136.292,241.717,0.564,165.569,2.977,4,ATC+FG-DC+ZiPS+Steamer,282.151,0.587,-29.277,-0.776,0.857,0.961,0.79,VOLUME,,CHC,64.8
666182,Bo Bichette,H,MINE,136.837,242.689,0.564,152.303,4.926,4,ATC+FG-DC+ZiPS+Steamer,278.823,0.546,-15.466,-0.012,0.87,1.032,0.81,VOLUME,,NYM,64.8
686469,Vinnie Pasquantino,H,FA,80.89,143.551,0.563,145.532,4.1,4,ATC+FG-DC+ZiPS+Steamer,243.46,0.598,-64.642,-2.731,0.59,0.943,0.9,VOLUME,,KCR,64.8
647304,Josh Naylor,H,opp:Frendy's Fanta,127.516,226.405,0.563,158.795,3.998,4,ATC+FG-DC+ZiPS+Steamer,257.692,0.616,-31.278,-0.886,0.879,0.914,0.59,MIXED,,SEA,64.8
691594,Javier Sanoja,H,FA,82.857,147.349,0.562,79.261,22.726,4,ATC+FG-DC+ZiPS+Steamer,140.908,0.561,3.596,1.041,1.046,1.003,0.94,VOLUME,,MIA,64.8
691016,Tyler Soderstrom,H,opp:Boone's Bad Bu,107.424,191.277,0.562,151.873,11.761,4,ATC+FG-DC+ZiPS+Steamer,260.777,0.582,-44.449,-1.614,0.733,0.965,0.9,VOLUME,,ATH,64.8
650333,Luis Arraez,H,MINE,132.436,236.105,0.561,174.717,6.554,4,ATC+FG-DC+ZiPS+Steamer,283.414,0.616,-42.281,-1.495,0.833,0.91,0.66,VOLUME,,SFG,64.8
571970,Max Muncy,H,MINE,98.904,176.975,0.559,111.531,3.471,4,ATC+FG-DC+ZiPS+Steamer,196.531,0.567,-12.627,0.145,0.9,0.985,0.87,VOLUME,,LAD,64.8
676724,Jared Young,H,FA,77.6,138.925,0.559,78.846,1.893,4,ATC+FG-DC+ZiPS+Steamer,158.256,0.498,-1.246,0.774,0.878,1.121,0.53,MIXED,,NYM,64.8
691718,Pete Crow-Armstrong,H,opp:Boone's Bad Bu,137.544,246.603,0.558,165.51,5.446,4,ATC+FG-DC+ZiPS+Steamer,279.761,0.592,-27.966,-0.703,0.881,0.942,0.68,VOLUME,,CHC,64.8
686475,Tyler Tolbert,H,FA,43.174,77.676,0.556,41.772,14.936,4,ATC+FG-DC+ZiPS+Steamer,100.234,0.412,1.402,0.92,0.775,1.349,0.46,MIXED,,KCR,64.8
596019,Francisco Lindor,H,opp:Treasure Islan,109.581,197.167,0.556,166.161,14.914,4,ATC+FG-DC+ZiPS+Steamer,268.82,0.618,-56.579,-2.285,0.733,0.899,0.74,VOLUME,,NYM,64.8
668930,Brice Turang,H,opp:Treasure Islan,151.188,272.03,0.556,148.845,3.797,4,ATC+FG-DC+ZiPS+Steamer,279.68,0.533,2.343,0.972,0.973,1.043,0.39,MIXED,,MIL,64.8
545341,Randal Grichuk,H,FA,42.633,76.944,0.554,32.882,20.749,4,ATC+FG-DC+ZiPS+Steamer,68.037,0.492,9.751,1.382,1.131,1.127,0.51,MIXED,,CHW,64.8
672515,Gabriel Moreno,H,FA,105.677,190.985,0.553,105.269,7.628,4,ATC+FG-DC+ZiPS+Steamer,185.789,0.567,0.409,0.865,1.028,0.976,0.53,MIXED,,ARI,64.8
608324,Alex Bregman,H,opp:2015 Draft Fir,129.837,234.945,0.553,160.75,10.243,4,ATC+FG-DC+ZiPS+Steamer,280.847,0.572,-30.913,-0.866,0.837,0.966,0.84,VOLUME,,CHC,64.8
669257,Will Smith,H,opp:2015 Draft Fir,55.438,100.362,0.552,90.913,11.416,4,ATC+FG-DC+ZiPS+Steamer,155.934,0.584,-35.475,-1.118,0.644,0.947,0.89,VOLUME,,LAD,64.8
701398,Sal Stewart,H,opp:Frendy's Fanta,125.397,227.416,0.551,161.326,3.674,4,ATC+FG-DC+ZiPS+Steamer,270.151,0.598,-35.929,-1.143,0.842,0.923,0.68,VOLUME,,CIN,64.8
695734,Daylen Lile,H,opp:2015 Draft Fir,120.606,218.758,0.551,133.451,3.776,4,ATC+FG-DC+ZiPS+Steamer,247.69,0.539,-12.845,0.133,0.883,1.023,0.84,VOLUME,,WSN,64.8
663757,Trent Grisham,H,FA,94.487,171.487,0.551,137.436,8.587,4,ATC+FG-DC+ZiPS+Steamer,249.05,0.552,-42.949,-1.532,0.689,0.998,0.99,VOLUME,,NYY,64.8
686527,Dominic Canzone,H,MINE,75.675,137.622,0.55,107.172,4.609,4,ATC+FG-DC+ZiPS+Steamer,199.732,0.537,-31.497,-0.898,0.689,1.024,0.94,VOLUME,,SEA,64.8
666160,Mickey Moniak,H,opp:U Just Lost To,98.264,178.731,0.55,109.022,5.223,4,ATC+FG-DC+ZiPS+Steamer,194.806,0.561,-10.759,0.248,0.917,0.98,0.81,VOLUME,,COL,64.8
673548,Seiya Suzuki,H,opp:Team Solomon,125.821,228.997,0.549,140.849,3.156,4,ATC+FG-DC+ZiPS+Steamer,260.365,0.541,-15.029,0.012,0.88,1.015,0.89,VOLUME,,CHC,64.8
691023,Jordan Walker,H,MINE,122.343,222.931,0.549,132.461,8.681,4,ATC+FG-DC+ZiPS+Steamer,266.316,0.497,-10.118,0.283,0.837,1.104,0.64,MIXED,,STL,64.8
671056,Iván Herrera,H,opp:Frendy's Fanta,130.954,238.652,0.549,152.061,10.8,4,ATC+FG-DC+ZiPS+Steamer,261.142,0.583,-21.107,-0.324,0.914,0.942,0.6,MIXED,,STL,64.8
669364,Xavier Edwards,H,opp:U Just Lost To,132.717,241.95,0.549,147.857,7.05,4,ATC+FG-DC+ZiPS+Steamer,264.095,0.56,-15.14,0.006,0.916,0.98,0.81,VOLUME,,MIA,64.8
683002,Gunnar Henderson,H,opp:Boone's Bad Bu,143.577,262.382,0.547,169.929,5.267,4,ATC+FG-DC+ZiPS+Steamer,284.442,0.597,-26.352,-0.614,0.922,0.916,0.48,MIXED,,BAL,64.8
682928,CJ Abrams,H,opp:Late Night Bet,123.686,226.755,0.545,166.397,3.12,4,ATC+FG-DC+ZiPS+Steamer,275.208,0.605,-42.711,-1.518,0.824,0.902,0.65,VOLUME,,WSN,64.8
805779,Jacob Wilson,H,opp:Treasure Islan,100.008,183.585,0.545,150.52,17.859,4,ATC+FG-DC+ZiPS+Steamer,246.885,0.61,-50.511,-1.95,0.744,0.893,0.72,VOLUME,,ATH,64.8
663656,Kyle Tucker,H,opp:Late Night Bet,113.165,207.937,0.544,182.234,9.193,4,ATC+FG-DC+ZiPS+Steamer,266.172,0.685,-69.069,-2.975,0.781,0.795,0.52,MIXED,,LAD,64.8
693307,Dillon Dingler,H,opp:Boone's Bad Bu,118.88,218.739,0.543,112.676,4.166,4,ATC+FG-DC+ZiPS+Steamer,223.147,0.505,6.204,1.186,0.98,1.075,0.22,RATE,,DET,64.8
805811,Bryce Eldridge,H,FA,97.509,179.541,0.543,78.803,3.687,4,ATC+FG-DC+ZiPS+Steamer,192.24,0.41,18.707,1.877,0.934,1.325,0.2,RATE,,SFG,64.8
681715,Heriberto Hernández,H,FA,87.791,161.702,0.543,83.281,4.241,4,ATC+FG-DC+ZiPS+Steamer,179.04,0.465,4.51,1.092,0.903,1.168,0.4,MIXED,,MIA,64.8
666018,Jonathan Aranda,H,opp:Late Night Bet,132.5,244.166,0.543,140.454,12.408,4,ATC+FG-DC+ZiPS+Steamer,271.799,0.518,-7.954,0.403,0.898,1.048,0.7,VOLUME,,TBR,64.8
805808,Kevin McGonigle,H,opp:Frendy's Fanta,136.843,252.415,0.542,166.849,20.774,4,ATC+FG-DC+ZiPS+Steamer,269.483,0.622,-30.007,-0.816,0.937,0.872,0.32,RATE,,DET,64.8
668715,Spencer Steer,H,FA,109.691,202.506,0.542,114.149,14.028,4,ATC+FG-DC+ZiPS+Steamer,220.414,0.518,-4.458,0.596,0.919,1.047,0.65,VOLUME,,CIN,64.8
695657,Colson Montgomery,H,FA,119.011,219.847,0.541,117.632,4.536,4,ATC+FG-DC+ZiPS+Steamer,264.783,0.445,1.379,0.919,0.83,1.218,0.49,MIXED,,CHW,64.8
802139,JJ Wetherholt,H,opp:Team Solomon,136.256,252.169,0.54,155.782,12.845,4,ATC+FG-DC+ZiPS+Steamer,274.559,0.567,-19.527,-0.237,0.918,0.953,0.64,MIXED,,STL,64.8
679822,Justin Foscue,H,FA,46.882,86.955,0.539,44.998,30.035,4,ATC+FG-DC+ZiPS+Steamer,88.112,0.496,1.884,0.947,0.987,1.086,0.14,RATE,,TEX,64.8
668804,Bryan Reynolds,H,opp:Boone's Bad Bu,132.171,245.372,0.539,139.04,2.645,4,ATC+FG-DC+ZiPS+Steamer,273.24,0.509,-6.869,0.463,0.898,1.058,0.65,VOLUME,,PIT,64.8
592518,Manny Machado,H,opp:Team Solomon,120.416,223.696,0.538,156.475,3.292,4,ATC+FG-DC+ZiPS+Steamer,277.9,0.563,-36.059,-1.151,0.805,0.956,0.83,VOLUME,,SDP,64.8
670623,Isaac Paredes,H,opp:Late Night Bet,121.129,225.167,0.538,154.324,13.895,4,ATC+FG-DC+ZiPS+Steamer,261.449,0.59,-33.195,-0.992,0.861,0.912,0.62,MIXED,,HOU,64.8
645277,Ozzie Albies,H,opp:Frendy's Fanta,125.916,234.096,0.538,161.588,3.842,4,ATC+FG-DC+ZiPS+Steamer,278.456,0.58,-35.673,-1.129,0.841,0.927,0.7,VOLUME,,ATL,64.8
656811,Ryan O'Hearn,H,opp:Boone's Bad Bu,119.835,223.055,0.537,128.619,6.262,4,ATC+FG-DC+ZiPS+Steamer,233.535,0.551,-8.784,0.357,0.955,0.975,0.64,MIXED,,PIT,64.8
664761,Alec Bohm,H,FA,114.326,213.548,0.535,127.276,3.563,4,ATC+FG-DC+ZiPS+Steamer,236.177,0.539,-12.949,0.127,0.904,0.994,0.94,VOLUME,,PHI,64.8
669477,Casey Schmitt,H,opp:Team Solomon,117.6,219.789,0.535,119.983,9.333,4,ATC+FG-DC+ZiPS+Steamer,242.862,0.495,-2.383,0.711,0.905,1.081,0.56,MIXED,,SFG,64.8
694671,Wyatt Langford,H,MINE,107.9,201.755,0.535,150.019,7.805,4,ATC+FG-DC+ZiPS+Steamer,254.963,0.59,-42.118,-1.486,0.791,0.906,0.7,VOLUME,,TEX,64.8
681082,Bryson Stott,H,FA,112.429,210.49,0.534,134.951,4.677,4,ATC+FG-DC+ZiPS+Steamer,249.482,0.541,-22.522,-0.402,0.844,0.988,0.93,VOLUME,,PHI,64.8
668709,JJ Bleday,H,opp:U Just Lost To,111.929,209.634,0.534,133.035,4.791,4,ATC+FG-DC+ZiPS+Steamer,235.684,0.565,-21.106,-0.324,0.889,0.946,0.68,VOLUME,,CIN,64.8
702332,Caleb Durbin,H,FA,105.661,198.074,0.533,146.484,7.011,4,ATC+FG-DC+ZiPS+Steamer,243.842,0.602,-40.823,-1.414,0.812,0.887,0.63,MIXED,,BOS,64.8
662139,Daulton Varsho,H,FA,97.092,182.107,0.533,120.913,9.935,4,ATC+FG-DC+ZiPS+Steamer,237.068,0.511,-23.821,-0.474,0.768,1.044,0.86,VOLUME,,TOR,64.8
808959,Munetaka Murakami,H,opp:Frendy's Fanta,72.704,136.709,0.532,126.753,14.8,4,ATC+FG-DC+ZiPS+Steamer,243.338,0.52,-54.049,-2.145,0.562,1.022,0.96,VOLUME,,CHW,64.8
665019,Kody Clemens,H,MINE,110.154,207.658,0.53,103.742,2.056,4,ATC+FG-DC+ZiPS+Steamer,199.55,0.521,6.411,1.197,1.041,1.019,0.68,VOLUME,,MIN,64.8
676391,Ernie Clement,H,opp:U Just Lost To,104.868,197.847,0.53,139.958,7.846,4,ATC+FG-DC+ZiPS+Steamer,251.108,0.557,-35.09,-1.097,0.788,0.951,0.83,VOLUME,,TOR,64.8
646240,Rafael Devers,H,opp:Treasure Islan,121.162,228.647,0.53,149.513,5.054,4,ATC+FG-DC+ZiPS+Steamer,282.022,0.53,-28.352,-0.725,0.811,1.0,1.0,VOLUME,,SFG,64.8
680977,Brendan Donovan,H,FA,66.506,125.887,0.528,85.92,10.945,4,ATC+FG-DC+ZiPS+Steamer,155.868,0.551,-19.413,-0.23,0.808,0.959,0.83,VOLUME,,SEA,64.8
669134,Luis Campusano,H,FA,36.997,70.062,0.528,76.041,5.218,4,ATC+FG-DC+ZiPS+Steamer,152.017,0.501,-39.044,-1.316,0.461,1.054,0.94,VOLUME,,SDP,64.8
545121,Ildemaro Vargas,H,FA,73.803,139.916,0.527,90.368,13.262,4,ATC+FG-DC+ZiPS+Steamer,172.016,0.527,-16.566,-0.073,0.813,1.001,0.99,VOLUME,,ARI,64.8
677800,Wilyer Abreu,H,opp:Treasure Islan,124.189,235.535,0.527,138.45,11.171,4,ATC+FG-DC+ZiPS+Steamer,257.056,0.538,-14.261,0.054,0.916,0.979,0.81,VOLUME,,BOS,64.8
660688,Keibert Ruiz,H,opp:2015 Draft Fir,65.043,123.593,0.526,83.583,4.086,4,ATC+FG-DC+ZiPS+Steamer,155.406,0.538,-18.54,-0.182,0.795,0.978,0.91,VOLUME,,WSN,64.8
683737,Michael Busch,H,opp:Boone's Bad Bu,133.558,254.048,0.526,142.597,3.649,4,ATC+FG-DC+ZiPS+Steamer,262.295,0.544,-9.039,0.343,0.969,0.967,0.49,MIXED,,CHC,64.8
592626,Joc Pederson,H,FA,82.45,156.868,0.526,99.053,8.347,4,ATC+FG-DC+ZiPS+Steamer,185.592,0.533,-16.603,-0.075,0.845,0.986,0.92,VOLUME,,TEX,64.8
609280,Miguel Andujar,H,FA,71.028,135.406,0.525,76.926,7.404,4,ATC+FG-DC+ZiPS+Steamer,149.277,0.516,-5.897,0.517,0.907,1.017,0.85,VOLUME,,SDP,64.8
682829,Elly De La Cruz,H,MINE,126.64,241.542,0.524,166.112,5.436,4,ATC+FG-DC+ZiPS+Steamer,285.798,0.581,-39.473,-1.339,0.845,0.902,0.62,MIXED,,CIN,64.8
808982,Jung Hoo Lee,H,opp:2015 Draft Fir,115.751,221.24,0.523,144.03,3.56,4,ATC+FG-DC+ZiPS+Steamer,251.04,0.574,-28.279,-0.721,0.881,0.911,0.58,MIXED,,SFG,64.8
681198,TJ Rumfield,H,opp:U Just Lost To,118.267,226.139,0.523,120.738,6.07,4,ATC+FG-DC+ZiPS+Steamer,227.874,0.53,-2.471,0.706,0.992,0.987,0.37,MIXED,,COL,64.8
678554,Curtis Mead,H,FA,101.859,195.715,0.52,97.42,2.318,4,ATC+FG-DC+ZiPS+Steamer,186.247,0.523,4.44,1.088,1.051,0.995,0.91,VOLUME,,WSN,64.8
807712,Luke Keaschall,H,opp:Treasure Islan,97.903,188.199,0.52,120.568,9.366,4,ATC+FG-DC+ZiPS+Steamer,215.605,0.561,-22.665,-0.41,0.873,0.928,0.65,MIXED,,MIN,64.8
668227,Randy Arozarena,H,opp:Treasure Islan,113.788,218.836,0.52,144.93,1.546,4,ATC+FG-DC+ZiPS+Steamer,274.295,0.529,-31.142,-0.879,0.798,0.984,0.93,VOLUME,,SEA,64.8
701538,Jackson Merrill,H,FA,124.568,239.663,0.52,143.347,11.007,4,ATC+FG-DC+ZiPS+Steamer,272.162,0.527,-18.779,-0.195,0.881,0.987,0.91,VOLUME,,SDP,64.8
664040,Brandon Lowe,H,opp:2015 Draft Fir,125.829,242.436,0.519,118.886,5.398,4,ATC+FG-DC+ZiPS+Steamer,232.198,0.512,6.942,1.226,1.044,1.013,0.76,VOLUME,,PIT,64.8
643289,Mauricio Dubón,H,opp:Boone's Bad Bu,109.241,211.319,0.517,120.694,9.847,4,ATC+FG-DC+ZiPS+Steamer,237.511,0.509,-11.453,0.21,0.89,1.015,0.89,VOLUME,,ATL,64.8
572233,Christian Walker,H,opp:U Just Lost To,110.29,213.386,0.517,138.536,10.104,4,ATC+FG-DC+ZiPS+Steamer,267.167,0.518,-28.246,-0.719,0.799,0.997,0.99,VOLUME,,HOU,64.8
669016,Brandon Marsh,H,opp:U Just Lost To,109.132,211.229,0.517,111.998,5.945,4,ATC+FG-DC+ZiPS+Steamer,234.943,0.477,-2.866,0.684,0.899,1.083,0.57,MIXED,,PHI,64.8
500743,Miguel Rojas,H,FA,33.16,64.489,0.514,47.332,10.657,4,ATC+FG-DC+ZiPS+Steamer,94.314,0.504,-14.172,0.059,0.684,1.02,0.95,VOLUME,,LAD,64.8
673962,Josh Jung,H,opp:2015 Draft Fir,113.246,220.482,0.514,120.437,9.786,4,ATC+FG-DC+ZiPS+Steamer,254.39,0.473,-7.191,0.445,0.867,1.086,0.64,MIXED,,TEX,64.8
514888,Jose Altuve,H,FA,114.457,223.502,0.512,136.175,9.733,4,ATC+FG-DC+ZiPS+Steamer,253.602,0.537,-21.718,-0.358,0.881,0.954,0.73,VOLUME,,HOU,64.8
681481,Kerry Carpenter,H,FA,84.818,165.642,0.512,110.753,6.85,4,ATC+FG-DC+ZiPS+Steamer,211.46,0.524,-25.934,-0.591,0.783,0.977,0.91,VOLUME,,DET,64.8
807799,Masataka Yoshida,H,FA,63.894,124.779,0.512,79.266,11.831,4,ATC+FG-DC+ZiPS+Steamer,140.412,0.563,-15.372,-0.007,0.889,0.909,0.55,MIXED,,BOS,64.8
657757,Gavin Sheets,H,FA,96.99,189.462,0.512,114.473,7.171,4,ATC+FG-DC+ZiPS+Steamer,233.892,0.489,-17.483,-0.124,0.81,1.046,0.82,VOLUME,,SDP,64.8
