rank,batter,player_name,team,primary_position,pa_to,pa_last21,prior_fp_per_pa,recency_form_gap,xfp_rh3_per_pa,xfp_rh3_per_game,xfp_rh3_sigma,xfp_rh3_p25,xfp_rh3_p75,expected_pa_remaining,expected_total_fp_remaining,replacement_xfp_per_pa,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta
220,671732,Lawrence Butler,ATH,OF,113,62.0,0.4783249560803798,0.0004,0.4349606143401589,1.52,0.10833760502031821,0.36188689975395427,0.5080343289263636,333.0,144.8,0.48727107056748364,-0.0523,hold,29.1,81,100.0,0.2687,0.1936
221,687263,Zach Neto,LAA,SS,163,87.0,0.5321702463471603,-0.0167,0.4346612713787006,1.52,0.10833760502031821,0.361587556792496,0.5077349859649052,481.0,209.1,0.5251064100749211,-0.0904,drop,12.7,42,97.6,0.2843,0.1918
222,677587,Brayan Rocchio,CLE,SS,128,70.0,0.3992247244524665,-0.0039,0.43464499969323883,1.52,0.10833760502031821,0.3615712851070342,0.5077187142794435,378.0,164.3,0.5251064100749211,-0.0905,drop,100.0,232,71.1,0.195,0.0409
223,666152,David Hamilton,MIL,3B,99,56.0,0.5045528628673405,-0.0098,0.43436906524570795,1.52,0.10833760502031821,0.36129535065950336,0.5074427798319125,292.0,126.8,0.5080282772550816,-0.0737,drop,51.4,74,93.2,0.1766,0.0536
224,691026,Masyn Winn,STL,SS,125,78.0,0.4746421321939115,0.0003,0.43427726038853554,1.52,0.10833760502031821,0.36120354580233094,0.5073509749747401,369.0,160.2,0.5251064100749211,-0.0908,drop,49.8,141,87.9,0.2772,0.072
225,667472,Dane Myers,CIN,OF,53,32.0,0.4128908563702979,0.0064,0.43366083155518215,1.52,0.10833760502031821,0.3605871169689775,0.5067345461413868,156.0,67.7,0.48727107056748364,-0.0536,hold,88.7,126,60.0,0.1825,0.0547
226,694728,Brice Matthews,HOU,OF,78,53.0,0.5059091560109416,-0.0009,0.43356203831766127,1.52,0.10833760502031821,0.3604883237314567,0.5066357529038659,230.0,99.7,0.48727107056748364,-0.0537,hold,,0,,,
227,666310,Bo Naylor,CLE,C,80,43.0,0.4146635368239868,-0.0047,0.43270937237676993,1.51,0.10833760502031821,0.3596356577905653,0.5057830869629746,236.0,102.1,0.5294573433923947,-0.0967,drop,14.1,40,100.0,0.1762,0.2064
228,666176,Jo Adell,LAA,OF,152,84.0,0.5070587203169512,0.0011,0.4325590377177167,1.51,0.10833760502031821,0.35948532313151205,0.5056327523039214,449.0,194.2,0.48727107056748364,-0.0547,hold,56.0,232,80.6,0.165,0.1166
229,665019,Kody Clemens,MIN,1B,90,57.0,0.48079093115682175,0.0016,0.4324931328338245,1.51,0.10833760502031821,0.3594194182476199,0.5055668474200291,266.0,115.0,0.5657062772493434,-0.1332,drop,29.2,66,100.0,0.2203,0.1629
230,643217,Andrew Benintendi,CWS,OF,109,67.0,0.5080812749198018,0.0042,0.43240526658729467,1.51,0.10833760502031821,0.35933155200109,0.5054789811734993,322.0,139.2,0.48727107056748364,-0.0549,hold,0.1,1,100.0,0.3596,0.3437
231,687637,Dylan Beavers,BAL,OF,95,54.0,0.4844739676429082,0.0029,0.43138292274407686,1.51,0.10833760502031821,0.35830920815787226,0.5044566373302815,280.0,120.8,0.48727107056748364,-0.0559,hold,0.0,0,,,
232,596115,Trevor Story,BOS,SS,139,70.0,0.48130407249652246,0.0004,0.4295828637260056,1.5,0.10833760502031821,0.35650914913980103,0.5026565783122102,410.0,176.1,0.5251064100749211,-0.0955,drop,4.4,45,100.0,0.1921,0.2051
233,681715,Heriberto Hernández,MIA,OF,74,29.0,0.5215368042870169,-0.0004,0.42906854028055724,1.5,0.10833760502031821,0.3559948256943526,0.5021422548667619,218.0,93.5,0.48727107056748364,-0.0582,hold,20.0,13,100.0,0.2333,0.1528
234,664056,Harrison Bader,SF,OF,52,0.0,0.4888977420960548,0.0049,0.4290320352277569,1.5,0.10833760502031821,0.3559583206415523,0.5021057498139615,153.0,65.6,0.48727107056748364,-0.0582,hold,3.7,32,100.0,0.2325,0.3537
235,676609,José Caballero,NYY,SS,120,73.0,0.4771645272618895,0.0108,0.42868775677858173,1.5,0.10833760502031821,0.35561404219237713,0.5017614713647863,354.0,151.8,0.5251064100749211,-0.0964,drop,86.5,257,58.4,0.1225,0.0157
236,663586,Austin Riley,ATL,3B,148,82.0,0.5155080234059115,-0.007,0.42767822041823417,1.5,0.10833760502031821,0.3546045058320295,0.5007519350044388,437.0,186.9,0.5080282772550816,-0.0804,drop,9.3,73,93.2,0.2167,0.1976
237,667670,Brent Rooker,ATH,OF,77,28.0,0.5752207204451298,-0.003,0.42651957556862924,1.49,0.10833760502031821,0.3534458609824246,0.4995932901548339,227.0,96.8,0.48727107056748364,-0.0608,hold,8.1,41,100.0,0.2886,0.29
238,630105,Jake Cronenworth,SD,2B,112,52.0,0.49642904046074654,-0.0068,0.42633152492692583,1.49,0.10833760502031821,0.35325781034072123,0.49940523951313043,331.0,141.1,0.512680046762604,-0.0863,drop,0.4,3,100.0,0.3498,0.2476
239,621438,Tyrone Taylor,NYM,OF,64,44.0,0.4473612220778194,-0.0102,0.42628087135909126,1.49,0.10833760502031821,0.3532071567728866,0.4993545859452959,189.0,80.6,0.48727107056748364,-0.061,hold,31.1,152,88.8,0.2277,0.12
240,595879,Javier Báez,DET,SS,82,41.0,0.39370548653071946,-0.0056,0.42618402863172394,1.49,0.10833760502031821,0.3531103140455193,0.4992577432179286,242.0,103.1,0.5251064100749211,-0.0989,drop,58.0,722,77.7,0.1912,0.0783
241,691785,Marcelo Mayer,BOS,2B,97,51.0,0.38551619344880034,0.0017,0.42568264049217774,1.49,0.10833760502031821,0.35260892590597315,0.49875635507838234,286.0,121.7,0.512680046762604,-0.087,drop,100.0,14,100.0,0.2008,0.0461
242,668901,Mark Vientos,NYM,1B,91,50.0,0.45320482885655405,0.0047,0.42471007747699063,1.49,0.10833760502031821,0.35163636289078604,0.49778379206319523,269.0,114.2,0.5657062772493434,-0.141,drop,54.4,155,87.5,0.2488,0.1182
243,687093,Vaughn Grissom,LAA,2B,57,48.0,0.32163150803815654,0.0007,0.42376316914142975,1.48,0.10833760502031821,0.35068945455522516,0.49683688372763435,168.0,71.2,0.512680046762604,-0.0889,drop,98.7,78,50.0,0.1605,0.001
244,665750,Leody Taveras,BAL,OF,86,59.0,0.4255648086871928,0.001,0.42342337886905457,1.48,0.10833760502031821,0.35034966428284997,0.49649709345525916,254.0,107.5,0.48727107056748364,-0.0638,hold,88.2,434,59.9,0.1741,0.0336
245,804606,Konnor Griffin,PIT,SS,115,81.0,0.5059091560109416,0.0095,0.42254679197393397,1.48,0.10833760502031821,0.34947307738772937,0.49562050656013856,339.0,143.2,0.5251064100749211,-0.1026,drop,,0,,,
246,687401,Joey Ortiz,MIL,SS,83,40.0,0.47605959783198254,0.0086,0.4220188015944666,1.48,0.10833760502031821,0.348945087008262,0.4950925161806712,245.0,103.4,0.5251064100749211,-0.1031,drop,0.0,0,,,
247,666139,Josh Lowe,LAA,OF,96,52.0,0.47494611858154534,0.0036,0.4211204504490559,1.47,0.10833760502031821,0.3480467358628513,0.4941941650352605,283.0,119.2,0.48727107056748364,-0.0662,hold,11.1,41,100.0,0.3235,0.2992
248,805367,Chase Meidroth,CWS,2B,139,75.0,0.42979149768887637,0.0012,0.42003185013071415,1.47,0.10833760502031821,0.3469581355445095,0.4931055647169188,410.0,172.2,0.512680046762604,-0.0926,drop,14.8,13,100.0,0.266,0.1125
249,665804,Miguel Amaya,CHC,C,62,36.0,0.4890341823448205,-0.0004,0.4183160161326691,1.46,0.10833760502031821,0.3452423015464645,0.4913897307188737,183.0,76.6,0.5294573433923947,-0.1111,drop,56.0,94,64.8,0.2167,0.1019
250,676914,Davis Schneider,TOR,OF,65,38.0,0.44672859609217985,-0.0092,0.4162379385792291,1.46,0.10833760502031821,0.3431642239930245,0.4893116531654337,192.0,79.9,0.48727107056748364,-0.071,hold,38.6,86,83.7,0.2195,0.2171
251,670042,Luke Raley,SEA,OF,96,45.0,0.4580677654986597,-0.0076,0.416142028767416,1.46,0.10833760502031821,0.3430683141812114,0.4892157433536206,283.0,117.8,0.48727107056748364,-0.0711,hold,37.6,127,95.2,0.1921,0.1445
252,656305,Matt Chapman,SF,3B,141,78.0,0.5221735646736141,-0.0096,0.41465497117191663,1.45,0.10833760502031821,0.34158125658571203,0.4877286857581212,416.0,172.5,0.5080282772550816,-0.0934,drop,21.6,240,94.6,0.2045,0.098
253,646240,Rafael Devers,SF,1B,136,73.0,0.6065794573408851,-0.0148,0.41448595609279293,1.45,0.10833760502031821,0.34141224150658833,0.4875596706789975,401.0,166.2,0.5657062772493434,-0.1512,drop,0.6,7,100.0,0.4483,0.468
254,693304,Nick Gonzales,PIT,3B,126,78.0,0.4194985256219379,0.0064,0.41344860823428403,1.45,0.10833760502031821,0.3403748936480794,0.4865223228204887,372.0,153.8,0.5080282772550816,-0.0946,drop,64.8,125,70.4,0.2139,0.076
255,666181,Will Benson,CIN,OF,57,25.0,0.43336209570484224,0.0111,0.4131277559675174,1.45,0.10833760502031821,0.3400540413813128,0.486201470553722,168.0,69.4,0.48727107056748364,-0.0741,drop,61.3,192,82.4,0.1386,0.0998
256,573262,Mike Yastrzemski,ATL,OF,109,51.0,0.4954718765460282,0.0034,0.4122528378786203,1.44,0.10833760502031821,0.33917912329241573,0.4853265524648249,322.0,132.7,0.48727107056748364,-0.075,drop,3.9,31,100.0,0.255,0.2007
257,678882,Ceddanne Rafaela,BOS,OF,117,69.0,0.4798423158711707,-0.0106,0.41177283476604265,1.44,0.10833760502031821,0.33869912017983805,0.48484654935224725,345.0,142.1,0.48727107056748364,-0.0755,drop,53.7,160,96.2,0.209,0.1021
258,686894,Joey Wiemer,WSH,OF,68,28.0,0.40102345272957396,-0.0147,0.4116939941402048,1.44,0.10833760502031821,0.3386202795540002,0.4847677087264094,201.0,82.8,0.48727107056748364,-0.0756,drop,84.4,114,53.9,0.1337,0.0163
259,696285,Jacob Young,WSH,OF,119,75.0,0.4298887022346265,-0.0197,0.4108825692492485,1.44,0.10833760502031821,0.3378088546630439,0.4839562838354531,351.0,144.2,0.48727107056748364,-0.0764,drop,30.4,77,96.1,0.1724,0.0798
260,663368,Blake Perkins,MIL,OF,53,19.0,0.43920541159398735,-0.0007,0.41081105021657305,1.44,0.10833760502031821,0.33773733563036845,0.48388476480277764,156.0,64.1,0.48727107056748364,-0.0765,drop,18.1,36,100.0,0.1782,0.1891
261,677649,Ezequiel Duran,TEX,OF,77,48.0,0.35477545438140834,0.0004,0.41077288561751735,1.44,0.10833760502031821,0.33769917103131275,0.48384660020372194,227.0,93.2,0.48727107056748364,-0.0765,drop,85.9,275,64.2,0.134,0.0438
262,656555,Rhys Hoskins,CLE,1B,95,50.0,0.4571016950925839,0.0035,0.41056871813827156,1.44,0.10833760502031821,0.33749500355206696,0.48364243272447616,280.0,115.0,0.5657062772493434,-0.1551,drop,21.9,189,95.1,0.27,0.1445
263,682663,Agustín Ramírez,MIA,C,129,65.0,0.5243392431955873,0.0013,0.40997095274313766,1.43,0.10833760502031821,0.33689723815693307,0.48304466732934226,381.0,156.2,0.5294573433923947,-0.1195,drop,12.3,13,84.6,0.22,0.0358
264,686681,Michael Massey,KC,2B,67,56.0,0.4438027848821012,-0.009,0.4096628436830874,1.43,0.10833760502031821,0.33658912909688277,0.48273655826929207,198.0,81.1,0.512680046762604,-0.103,drop,12.3,41,100.0,0.225,0.2139
265,643376,Danny Jansen,TEX,C,81,41.0,0.4794295757995092,-0.001,0.4088338128720079,1.43,0.10833760502031821,0.3357600982858032,0.4819075274582125,239.0,97.7,0.5294573433923947,-0.1206,drop,15.2,84,100.0,0.2709,0.2134
266,686780,Pedro Pagés,STL,C,81,50.0,0.35159941449923476,-0.0028,0.4086673500554031,1.43,0.10833760502031821,0.3355936354691985,0.4817410646416077,239.0,97.7,0.5294573433923947,-0.1208,drop,82.2,125,37.7,0.125,-0.0177
267,701807,Carson Benge,NYM,OF,106,54.0,0.5059091560109416,0.0064,0.4083301601938863,1.43,0.10833760502031821,0.33525644560768164,0.48140387478009095,313.0,127.8,0.48727107056748364,-0.0789,drop,,0,,,
268,702284,Cole Young,SEA,2B,141,78.0,0.40483624996780354,0.0068,0.4074668796851011,1.43,0.10833760502031821,0.3343931650988965,0.4805405942713057,416.0,169.5,0.512680046762604,-0.1052,drop,12.5,5,100.0,0.2178,0.0318
269,665561,Rafael Marchán,PHI,C,54,34.0,0.48398609538978243,-0.0025,0.4065630034648749,1.42,0.10833760502031821,0.33348928887867024,0.47963671805107955,159.0,64.6,0.5294573433923947,-0.1229,drop,0.0,0,,,
270,687957,Dustin Harris,HOU,OF,52,38.0,0.5059091560109416,-0.002,0.4064697783611083,1.42,0.10833760502031821,0.3333960637749037,0.4795434929473129,153.0,62.2,0.48727107056748364,-0.0808,drop,66.66666666666666,2,,,
271,660162,Yoán Moncada,LAA,3B,105,52.0,0.46185960000080395,-0.0047,0.4061435094523813,1.42,0.10833760502031821,0.3330697948661767,0.4792172240385859,310.0,125.9,0.5080282772550816,-0.1019,drop,14.7,117,100.0,0.2,0.1792
272,671976,Tristan Peters,CWS,OF,83,44.0,0.5059091560109416,0.0126,0.4060572404752944,1.42,0.10833760502031821,0.33298352588908975,0.47913095506149905,245.0,99.5,0.48727107056748364,-0.0812,drop,,0,,,
273,680574,Matt McLain,CIN,2B,143,73.0,0.43220428931863814,-0.0065,0.405534898694046,1.42,0.10833760502031821,0.3324611841078414,0.4786086132802506,422.0,171.1,0.512680046762604,-0.1071,drop,36.5,73,82.2,0.16,0.0703
274,543309,Kyle Higashioka,TEX,C,54,35.0,0.4642671649529764,-0.0064,0.4051570171692257,1.42,0.10833760502031821,0.3320833025830211,0.4782307317554303,159.0,64.4,0.5294573433923947,-0.1243,drop,28.1,125,100.0,0.2114,0.1784
275,553993,Eugenio Suárez,CIN,3B,100,36.0,0.5186135515035205,-0.0078,0.4047784114265041,1.42,0.10833760502031821,0.33170469684029946,0.47785212601270877,295.0,119.4,0.5080282772550816,-0.1032,drop,15.8,239,97.5,0.2,0.1455
276,672820,Lenyn Sosa,TOR,2B,77,44.0,0.41407565233004845,-0.0014,0.4047399589465638,1.42,0.10833760502031821,0.3316662443603592,0.4778136735327684,227.0,91.9,0.512680046762604,-0.1079,drop,28.9,80,100.0,0.2069,0.1441
277,624428,Adam Frazier,LAA,2B,64,43.0,0.4593937016657788,-0.0116,0.4039735158537253,1.41,0.10833760502031821,0.3308998012675207,0.4770472304399299,189.0,76.4,0.512680046762604,-0.1087,drop,21.3,247,87.8,0.2426,0.0978
278,683083,Nasim Nuñez,WSH,2B,116,66.0,0.5294171685505931,0.0036,0.402429718168823,1.41,0.10833760502031821,0.3293560035826184,0.4755034327550276,342.0,137.6,0.512680046762604,-0.1103,drop,8.6,3,100.0,0.2012,0.0891
279,677950,Alek Thomas,AZ,OF,92,43.0,0.3981739767982235,0.001,0.40165743844374824,1.41,0.10833760502031821,0.32858372385754364,0.47473115302995283,272.0,109.3,0.48727107056748364,-0.0856,drop,30.0,109,91.6,0.1535,0.0777
280,623168,Tyler Heineman,TOR,C,57,38.0,0.5431605899085872,-0.0216,0.3999689179560165,1.4,0.10833760502031821,0.3268952033698119,0.4730426325422211,168.0,67.2,0.5294573433923947,-0.1295,drop,0.0,0,,,
281,701358,Cam Smith,HOU,OF,137,73.0,0.38361937615035074,-0.0097,0.3995121918539075,1.4,0.10833760502031821,0.3264384772677029,0.4725859064401121,404.0,161.4,0.48727107056748364,-0.0878,drop,56.0,56,100.0,0.1681,0.0767
282,666023,Freddy Fermin,SD,C,65,28.0,0.41887450405294546,0.0021,0.39758579937697236,1.39,0.10833760502031821,0.32451208479076776,0.47065951396317696,192.0,76.3,0.5294573433923947,-0.1319,drop,20.7,52,98.0,0.2239,0.177
283,682177,Daniel Schneemann,CLE,OF,93,58.0,0.3610462840332462,0.003,0.39668546857237774,1.39,0.10833760502031821,0.32361175398617315,0.46975918315858234,274.0,108.7,0.48727107056748364,-0.0906,drop,84.4,146,59.7,0.145,0.0411
284,664954,Brett Sullivan,COL,C,56,30.0,0.35614280087242584,-0.0007,0.39528394931898864,1.38,0.10833760502031821,0.322210234732784,0.4683576639051933,165.0,65.2,0.5294573433923947,-0.1342,drop,100.0,24,100.0,0.1725,0.1091
285,678391,Jorbit Vivas,WSH,3B,82,50.0,0.37958836075884583,-0.0121,0.39352726484692097,1.38,0.10833760502031821,0.3204535502607163,0.4666009794331256,242.0,95.2,0.5080282772550816,-0.1145,drop,,0,,,
286,681393,Connor Norby,MIA,1B,118,65.0,0.4223236535040046,-0.0039,0.392947405479632,1.38,0.10833760502031821,0.3198736908934273,0.4660211200658366,348.0,136.7,0.5657062772493434,-0.1728,drop,62.7,64,95.3,0.1796,0.0822
287,810938,Ben Williamson,TB,2B,97,48.0,0.35891452609085867,0.0046,0.3894983009643155,1.36,0.10833760502031821,0.3164245863781109,0.4625720155505201,286.0,111.4,0.512680046762604,-0.1232,drop,90.9,50,100.0,0.1871,0.0916
288,694212,Samuel Basallo,BAL,C,100,54.0,0.3812428243065674,0.01,0.38882929834235375,1.36,0.10833760502031821,0.3157555837561491,0.4619030129285584,295.0,114.7,0.5294573433923947,-0.1406,drop,100.0,6,50.0,0.1681,0.0027
289,669003,Garrett Mitchell,MIL,OF,115,70.0,0.42316081404458056,-0.014,0.3884978892476585,1.36,0.10833760502031821,0.3154241746614539,0.4615716038338631,339.0,131.7,0.48727107056748364,-0.0988,drop,15.7,16,93.8,0.187,0.087
290,686452,Drew Millas,WSH,C,61,34.0,0.4717144445681906,-0.0074,0.38806621566263444,1.36,0.10833760502031821,0.31499250107642984,0.46113993024883904,180.0,69.9,0.5294573433923947,-0.1414,drop,0.0,0,,,
291,650489,Willi Castro,COL,2B,99,45.0,0.4653391814135857,0.0058,0.3847549897850413,1.35,0.10833760502031821,0.3116812751988367,0.4578287043712459,292.0,112.3,0.512680046762604,-0.1279,drop,4.3,28,96.4,0.1935,0.1618
292,687231,Darell Hernaiz,ATH,3B,57,42.0,0.37749671374039895,-0.0026,0.3826858865537349,1.34,0.10833760502031821,0.3096121719675303,0.4557596011399395,168.0,64.3,0.5080282772550816,-0.1253,drop,65.3,49,78.9,0.2369,0.0633
293,641857,Ryan McMahon,NYY,3B,86,48.0,0.37812877266423817,0.0041,0.38122132926018915,1.33,0.10833760502031821,0.30814761467398455,0.45429504384639374,254.0,96.8,0.5080282772550816,-0.1268,drop,8.7,88,94.0,0.2143,0.1869
294,666397,Edouard Julien,COL,2B,101,62.0,0.33809677215180534,-0.0002,0.380723689290253,1.33,0.10833760502031821,0.3076499747040484,0.4537974038764576,298.0,113.5,0.512680046762604,-0.132,drop,70.0,163,85.3,0.133,0.0689
295,656484,Tristan Gray,MIN,3B,62,34.0,0.4542568749241084,-0.0023,0.38055964011828014,1.33,0.10833760502031821,0.30748592553207554,0.45363335470448474,183.0,69.6,0.5080282772550816,-0.1275,drop,48.1,13,100.0,0.2214,0.3881
296,669701,Josh Smith,TEX,2B,109,57.0,0.46429798442618503,0.0023,0.3790832736448544,1.33,0.10833760502031821,0.3060095590586498,0.452156988231059,322.0,122.1,0.512680046762604,-0.1336,drop,28.0,115,91.3,0.194,0.0879
297,688363,Graham Pauley,MIA,3B,75,42.0,0.4232727388463896,0.0006,0.3750688119111847,1.31,0.10833760502031821,0.3019950973249801,0.4481425264973893,221.0,82.9,0.5080282772550816,-0.133,drop,42.2,19,100.0,0.245,0.1939
298,669357,Nolan Gorman,STL,3B,127,74.0,0.3877430272261513,0.0009,0.37482362640650624,1.31,0.10833760502031821,0.30174991182030164,0.44789734099271084,375.0,140.6,0.5080282772550816,-0.1332,drop,41.3,160,85.6,0.155,0.1165
299,670242,Matt Wallner,MIN,OF,117,53.0,0.5038202896834898,0.001,0.37334769997575123,1.31,0.10833760502031821,0.30027398538954664,0.44642141456195583,345.0,128.8,0.48727107056748364,-0.1139,drop,0.0,0,,,
300,694388,Joey Loperfido,HOU,OF,66,16.0,0.3485191352953554,0.0046,0.37194904255312017,1.3,0.10833760502031821,0.2988753279669155,0.4450227571393248,195.0,72.5,0.48727107056748364,-0.1153,drop,62.1,59,89.3,0.1625,0.1227
301,677588,José Tena,WSH,2B,60,37.0,0.39987323137837777,0.0046,0.3713139694722506,1.3,0.10833760502031821,0.298240254886046,0.4443876840584552,177.0,65.7,0.512680046762604,-0.1414,drop,36.1,30,93.3,0.1895,0.134
302,682668,Luisangel Acuña,CWS,OF,87,37.0,0.4301989967400758,0.011,0.3693813882487138,1.29,0.10833760502031821,0.2963076736625092,0.4424551028349184,257.0,94.9,0.48727107056748364,-0.1179,drop,36.5,19,92.3,0.0865,0.0462
303,691723,Coby Mayo,BAL,3B,94,50.0,0.3899292402408313,0.0015,0.36793209834560914,1.29,0.10833760502031821,0.29485838375940454,0.44100581293181373,277.0,101.9,0.5080282772550816,-0.1401,drop,40.8,31,100.0,0.1701,0.1963
304,694374,Tim Tawa,AZ,OF,53,19.0,0.38202402354882137,-0.0032,0.3677397584104324,1.29,0.10833760502031821,0.2946660438242278,0.440813472996637,156.0,57.4,0.48727107056748364,-0.1195,drop,60.8,31,64.7,0.0419,0.0315
305,691777,Max Muncy,ATH,3B,105,44.0,0.3239860240016833,-0.0108,0.3668595884954734,1.28,0.10833760502031821,0.2937858739092688,0.439933303081678,310.0,113.7,0.5080282772550816,-0.1412,drop,31.4,11,100.0,0.1455,0.0621
306,700932,Kyle Manzardo,CLE,1B,107,58.0,0.45733424059695765,-0.0092,0.3612443628158033,1.26,0.10833760502031821,0.2881706482295987,0.4343180774020079,316.0,114.2,0.5657062772493434,-0.2045,drop,0.0,0,,,
307,678662,Ezequiel Tovar,COL,SS,134,68.0,0.4190014483208881,-0.0175,0.3594378050121655,1.26,0.10833760502031821,0.2863640904259609,0.4325115195983701,395.0,142.0,0.5251064100749211,-0.1657,drop,1.8,7,100.0,0.0828,0.0525
308,687597,Jordan Beck,COL,OF,71,38.0,0.3535639863958228,-0.004,0.3578069546476722,1.25,0.10833760502031821,0.2847332400614676,0.4308806692338768,210.0,75.1,0.48727107056748364,-0.1295,drop,31.6,56,79.6,0.1569,0.167
309,543510,James McCann,AZ,C,52,30.0,0.4430499524618601,-0.01,0.3576677785579373,1.25,0.10833760502031821,0.2845940639717327,0.4307414931441419,153.0,54.7,0.5294573433923947,-0.1718,drop,2.7,25,100.0,0.1592,0.2617
310,691720,Kyle Karros,COL,3B,115,64.0,0.322634521634886,0.0088,0.35565780223198074,1.24,0.10833760502031821,0.28258408764577614,0.42873151681818533,339.0,120.6,0.5080282772550816,-0.1524,drop,100.0,10,100.0,0.1622,0.1133
311,683146,Brett Baty,NYM,OF,108,54.0,0.4058850228454496,0.0127,0.35535105430775527,1.24,0.10833760502031821,0.28227733972155067,0.42842476889395986,319.0,113.4,0.48727107056748364,-0.1319,drop,28.4,75,93.3,0.1188,0.1032
312,700337,Edgar Quero,CWS,C,88,46.0,0.41136877255177795,-0.0045,0.35509912366129515,1.24,0.10833760502031821,0.28202540907509055,0.42817283824749974,260.0,92.3,0.5294573433923947,-0.1744,drop,0.0,0,,,
313,682877,Juan Brito,CLE,2B,56,36.0,0.5059091560109416,-0.0109,0.355038743870272,1.24,0.10833760502031821,0.2819650292840674,0.4281124584564766,165.0,58.6,0.512680046762604,-0.1576,drop,,0,,,
314,683357,Owen Caissie,MIA,OF,101,55.0,0.5059091560109416,-0.0228,0.35432298573033905,1.24,0.10833760502031821,0.28124927114413445,0.42739670031654364,298.0,105.6,0.48727107056748364,-0.1329,drop,,0,,,
315,663604,Brandon Lockridge,MIL,OF,94,50.0,0.3789168417044556,0.0009,0.35363000033763187,1.24,0.10833760502031821,0.2805562857514272,0.4267037149238365,277.0,98.0,0.48727107056748364,-0.1336,drop,93.5,29,88.9,0.1299,0.1025
316,686668,Brenton Doyle,COL,OF,98,47.0,0.43126335575469116,0.0034,0.35274773918317115,1.23,0.10833760502031821,0.27967402459696655,0.42582145376937575,289.0,101.9,0.48727107056748364,-0.1345,drop,14.9,56,82.1,0.1067,0.1863
317,677942,Blaze Alexander,BAL,3B,81,46.0,0.37981578467056754,-0.0158,0.35271589899876377,1.23,0.10833760502031821,0.27964218441255917,0.42578961358496836,239.0,84.3,0.5080282772550816,-0.1553,drop,0.0,0,,,
318,681351,Logan O'Hoppe,LAA,C,93,40.0,0.36257887382748893,-0.0035,0.34925291751959997,1.22,0.10833760502031821,0.2761792029333954,0.42232663210580457,274.0,95.7,0.5294573433923947,-0.1802,drop,39.2,112,80.9,0.1102,0.1044
319,680779,Henry Davis,PIT,C,84,49.0,0.2542415846804277,0.0023,0.3484459606796785,1.22,0.10833760502031821,0.2753722460934739,0.4215196752658831,248.0,86.4,0.5294573433923947,-0.181,drop,78.7,122,63.2,0.0542,0.0445
320,672275,Patrick Bailey,SF,C,83,42.0,0.3427731059447306,-0.0051,0.34597767506888744,1.21,0.10833760502031821,0.27290396048268284,0.41905138965509203,245.0,84.8,0.5294573433923947,-0.1835,drop,28.3,90,96.7,0.0893,0.1312
321,670764,Taylor Walls,TB,SS,82,60.0,0.4045678958696254,-0.0135,0.34335340763411937,1.2,0.10833760502031821,0.27027969304791477,0.41642712222032396,242.0,83.1,0.5251064100749211,-0.1818,drop,32.0,132,93.2,0.1092,0.1122
322,678489,Jorge Barrosa,AZ,OF,76,39.0,0.27552449778151844,0.0092,0.34165916391873297,1.2,0.10833760502031821,0.26858544933252837,0.41473287850493756,224.0,76.5,0.48727107056748364,-0.1456,drop,100.0,14,100.0,0.1112,0.1422
323,660844,Leo Rivas,SEA,3B,99,52.0,0.4715030311211904,-0.0004,0.3393047738333016,1.19,0.10833760502031821,0.266231059247097,0.4123784884195062,292.0,99.1,0.5080282772550816,-0.1687,drop,0.0,0,,,
324,672724,Oswald Peraza,LAA,2B,102,56.0,0.24282809671689112,0.0076,0.33846528732823344,1.18,0.10833760502031821,0.26539157274202885,0.41153900191443804,301.0,101.9,0.512680046762604,-0.1742,drop,100.0,132,50.0,0.0848,-0.0079
325,695506,Jac Caglianone,KC,OF,110,56.0,0.3317513464721973,0.0053,0.3377669452084325,1.18,0.10833760502031821,0.2646932306222278,0.41084065979463713,325.0,109.8,0.48727107056748364,-0.1495,drop,75.8,25,100.0,0.1793,0.0653
326,690976,Alex Freeland,LAD,2B,93,48.0,0.2936961039448004,-0.0005,0.3240348249077404,1.13,0.10833760502031821,0.2509611103215358,0.397108539493945,274.0,88.8,0.512680046762604,-0.1886,drop,100.0,2,,,
327,691781,Brady House,WSH,3B,128,67.0,0.3001158160523492,-0.0031,0.3161155129744504,1.11,0.10833760502031821,0.24304179838824577,0.389189227560655,378.0,119.5,0.5080282772550816,-0.1919,drop,90.7,39,64.1,0.0714,0.0728
328,672016,Denzel Clarke,ATH,OF,60,18.0,0.27756967960018925,-0.0012,0.3160053352912136,1.11,0.10833760502031821,0.24293162070500898,0.38907904987741826,177.0,55.9,0.48727107056748364,-0.1713,drop,3.8,1,100.0,0.0408,0.2214
329,687363,Victor Scott II,STL,OF,99,51.0,0.37119523134826,-0.0075,0.3058969226529977,1.07,0.10833760502031821,0.2328232080667931,0.3789706372392023,292.0,89.3,0.48727107056748364,-0.1814,drop,3.3,5,100.0,0.16,0.189
330,677592,Everson Pereira,CWS,OF,71,54.0,0.21187852540296143,-0.005,0.2979345703819536,1.04,0.10833760502031821,0.22486085579574897,0.3710082849681582,210.0,62.6,0.48727107056748364,-0.1893,drop,100.0,31,100.0,0.0889,0.1924
